'Elapsed time','II','III','V','MCL1','ABP','PAP'
'58:02:12.496',-,-,0.363,0.412,101.600,-
'58:02:12.504',-,-,0.451,0.333,105.600,-
'58:02:12.512',-,-,0.363,0.333,108.800,-
'58:02:12.520',-,-,0.264,0.246,111.200,-
'58:02:12.528',-,-,0.176,0.167,113.600,-
'58:02:12.536',-,-,0.176,0.167,114.400,-
'58:02:12.544',-,-,0.088,0.079,114.400,-
'58:02:12.552',-,-,0.000,0.000,113.600,-
'58:02:12.560',-,-,0.176,0.000,112.000,-
'58:02:12.568',-,-,0.000,0.000,110.400,-
'58:02:12.576',-,-,0.000,0.000,108.000,-
'58:02:12.584',-,-,0.000,0.000,104.800,-
'58:02:12.592',-,-,0.000,0.000,102.400,-
'58:02:12.600',-,-,0.000,0.000,99.200,-
'58:02:12.608',-,-,0.000,0.000,96.000,-
'58:02:12.616',-,-,0.000,0.000,92.800,-
'58:02:12.624',-,-,0.000,0.000,89.600,-
'58:02:12.632',-,-,0.000,0.000,86.400,-
'58:02:12.640',-,-,0.176,0.000,84.000,-
'58:02:12.648',-,-,0.000,0.000,80.800,-
'58:02:12.656',-,-,0.000,-0.079,78.400,-
'58:02:12.664',-,-,0.000,-0.079,76.000,-
'58:02:12.672',-,-,0.000,0.000,73.600,-
'58:02:12.680',-,-,0.000,-0.079,72.000,-
'58:02:12.688',-,-,0.000,0.000,70.400,-
'58:02:12.696',-,-,0.000,-0.079,69.600,-
'58:02:12.704',-,-,0.000,0.000,69.600,-
'58:02:12.712',-,-,0.000,-0.079,68.800,-
'58:02:12.720',-,-,0.000,0.000,68.800,-
'58:02:12.728',-,-,-0.088,-0.079,69.600,-
'58:02:12.736',-,-,0.000,-0.079,69.600,-
'58:02:12.744',-,-,0.000,-0.079,70.400,-
'58:02:12.752',-,-,0.000,-0.079,71.200,-
'58:02:12.760',-,-,0.000,-0.079,72.000,-
'58:02:12.768',-,-,0.000,-0.079,73.600,-
'58:02:12.776',-,-,0.000,-0.079,74.400,-
'58:02:12.784',-,-,0.000,0.000,74.400,-
'58:02:12.792',-,-,0.000,-0.079,75.200,-
'58:02:12.800',-,-,0.000,0.000,75.200,-
'58:02:12.808',-,-,-0.451,-0.412,76.000,-
'58:02:12.816',-,-,-1.088,-1.079,76.000,-
'58:02:12.824',-,-,-1.725,-1.833,75.200,-
'58:02:12.832',-,-,-2.000,-2.246,75.200,-
'58:02:12.840',-,-,-1.725,-2.000,75.200,-
'58:02:12.848',-,-,-1.363,-1.579,74.400,-
'58:02:12.856',-,-,-1.000,-1.333,73.600,-
'58:02:12.864',-,-,-0.901,-1.079,72.800,-
'58:02:12.872',-,-,-0.626,-0.746,72.800,-
'58:02:12.880',-,-,-0.538,-0.579,72.000,-
'58:02:12.888',-,-,-0.176,-0.412,71.200,-
'58:02:12.896',-,-,-0.176,-0.246,70.400,-
'58:02:12.904',-,-,0.000,-0.167,69.600,-
'58:02:12.912',-,-,0.176,0.000,68.800,-
'58:02:12.920',-,-,0.264,0.079,68.000,-
'58:02:12.928',-,-,0.264,0.167,68.000,-
'58:02:12.936',-,-,0.363,0.333,67.200,-
'58:02:12.944',-,-,0.451,0.333,67.200,-
'58:02:12.952',-,-,0.363,0.500,67.200,-
'58:02:12.960',-,-,0.538,0.500,67.200,-
'58:02:12.968',-,-,0.538,0.500,66.400,-
'58:02:12.976',-,-,0.626,0.500,66.400,-
'58:02:12.984',-,-,0.538,0.500,66.400,-
'58:02:12.992',-,-,0.626,0.500,66.400,-
'58:02:13.000',-,-,0.626,0.500,66.400,-
'58:02:13.008',-,-,0.725,0.500,67.200,-
'58:02:13.016',-,-,0.626,0.500,68.000,-
'58:02:13.024',-,-,0.626,0.579,70.400,-
'58:02:13.032',-,-,0.538,0.500,74.400,-
'58:02:13.040',-,-,0.626,0.500,78.400,-
'58:02:13.048',-,-,0.538,0.500,83.200,-
'58:02:13.056',-,-,0.626,0.500,88.000,-
'58:02:13.064',-,-,0.538,0.500,93.600,-
'58:02:13.072',-,-,0.451,0.412,97.600,-
'58:02:13.080',-,-,0.363,0.333,102.400,-
'58:02:13.088',-,-,0.451,0.333,106.400,-
'58:02:13.096',-,-,0.363,0.246,108.800,-
'58:02:13.104',-,-,0.264,0.167,111.200,-
'58:02:13.112',-,-,0.176,0.167,112.800,-
'58:02:13.120',-,-,0.176,0.000,113.600,-
'58:02:13.128',-,-,0.088,0.000,112.800,-
'58:02:13.136',-,-,0.000,0.000,112.000,-
'58:02:13.144',-,-,0.176,0.000,110.400,-
'58:02:13.152',-,-,0.000,0.000,108.000,-
'58:02:13.160',-,-,0.000,0.000,105.600,-
'58:02:13.168',-,-,0.000,-0.079,102.400,-
'58:02:13.176',-,-,0.000,0.000,100.000,-
'58:02:13.184',-,-,0.000,0.000,96.800,-
'58:02:13.192',-,-,0.000,0.000,93.600,-
'58:02:13.200',-,-,0.000,0.000,90.400,-
'58:02:13.208',-,-,0.088,0.000,88.000,-
'58:02:13.216',-,-,0.176,0.000,84.800,-
'58:02:13.224',-,-,0.000,0.000,81.600,-
'58:02:13.232',-,-,0.000,0.000,79.200,-
'58:02:13.240',-,-,0.000,-0.079,76.800,-
'58:02:13.248',-,-,0.000,-0.079,74.400,-
'58:02:13.256',-,-,0.000,-0.079,72.800,-
'58:02:13.264',-,-,0.176,-0.079,71.200,-
'58:02:13.272',-,-,0.176,-0.167,70.400,-
'58:02:13.280',-,-,0.000,-0.167,69.600,-
'58:02:13.288',-,-,0.000,-0.167,69.600,-
'58:02:13.296',-,-,0.000,-0.167,69.600,-
'58:02:13.304',-,-,0.000,-0.167,69.600,-
'58:02:13.312',-,-,0.000,-0.167,70.400,-
'58:02:13.320',-,-,0.000,-0.167,71.200,-
'58:02:13.328',-,-,-0.088,-0.167,72.000,-
'58:02:13.336',-,-,-0.088,-0.167,72.800,-
'58:02:13.344',-,-,0.000,-0.079,74.400,-
'58:02:13.352',-,-,-0.088,-0.167,75.200,-
'58:02:13.360',-,-,0.000,-0.079,76.000,-
'58:02:13.368',-,-,0.000,-0.079,76.000,-
'58:02:13.376',-,-,0.000,0.000,76.800,-
'58:02:13.384',-,-,-0.088,-0.167,76.800,-
'58:02:13.392',-,-,-0.725,-0.746,77.600,-
'58:02:13.400',-,-,-1.451,-1.500,76.800,-
'58:02:13.408',-,-,-2.088,-2.333,76.800,-
'58:02:13.416',-,-,-2.176,-2.500,76.800,-
'58:02:13.424',-,-,-1.725,-2.000,76.800,-
'58:02:13.432',-,-,-1.264,-1.579,76.000,-
'58:02:13.440',-,-,-1.000,-1.333,75.200,-
'58:02:13.448',-,-,-0.901,-1.000,74.400,-
'58:02:13.456',-,-,-0.626,-0.746,73.600,-
'58:02:13.464',-,-,-0.451,-0.579,72.800,-
'58:02:13.472',-,-,-0.176,-0.412,72.000,-
'58:02:13.480',-,-,-0.088,-0.167,72.000,-
'58:02:13.488',-,-,0.000,0.000,71.200,-
'58:02:13.496',-,-,0.176,0.000,70.400,-
'58:02:13.504',-,-,0.363,0.167,69.600,-
'58:02:13.512',-,-,0.363,0.246,69.600,-
'58:02:13.520',-,-,0.451,0.333,69.600,-
'58:02:13.528',-,-,0.451,0.412,68.800,-
'58:02:13.536',-,-,0.538,0.500,68.800,-
'58:02:13.544',-,-,0.538,0.500,68.800,-
'58:02:13.552',-,-,0.538,0.500,68.000,-
'58:02:13.560',-,-,0.626,0.579,68.000,-
'58:02:13.568',-,-,0.538,0.579,68.000,-
'58:02:13.576',-,-,0.725,0.579,68.000,-
'58:02:13.584',-,-,0.626,0.579,68.800,-
'58:02:13.592',-,-,0.626,0.579,70.400,-
'58:02:13.600',-,-,0.538,0.667,72.800,-
'58:02:13.608',-,-,0.626,0.667,76.800,-
'58:02:13.616',-,-,0.538,0.579,81.600,-
'58:02:13.624',-,-,0.626,0.579,87.200,-
'58:02:13.632',-,-,0.538,0.579,92.800,-
'58:02:13.640',-,-,0.538,0.500,97.600,-
'58:02:13.648',-,-,0.451,0.500,102.400,-
'58:02:13.656',-,-,0.538,0.500,107.200,-
'58:02:13.664',-,-,0.363,0.412,111.200,-
'58:02:13.672',-,-,0.363,0.333,114.400,-
'58:02:13.680',-,-,0.264,0.246,116.000,-
'58:02:13.688',-,-,0.176,0.167,117.600,-
'58:02:13.696',-,-,0.176,0.167,118.400,-
'58:02:13.704',-,-,0.176,0.079,117.600,-
'58:02:13.712',-,-,0.000,0.079,116.000,-
'58:02:13.720',-,-,0.000,0.000,114.400,-
'58:02:13.728',-,-,0.000,0.000,112.000,-
'58:02:13.736',-,-,0.000,0.000,109.600,-
'58:02:13.744',-,-,0.000,0.000,106.400,-
'58:02:13.752',-,-,0.000,0.000,103.200,-
'58:02:13.760',-,-,0.000,0.000,100.000,-
'58:02:13.768',-,-,0.000,0.000,96.800,-
'58:02:13.776',-,-,0.000,0.000,93.600,-
'58:02:13.784',-,-,0.000,0.000,90.400,-
'58:02:13.792',-,-,0.000,0.079,88.000,-
'58:02:13.800',-,-,0.000,0.079,84.800,-
'58:02:13.808',-,-,0.000,0.000,81.600,-
'58:02:13.816',-,-,0.000,0.000,79.200,-
'58:02:13.824',-,-,0.000,0.000,76.800,-
'58:02:13.832',-,-,-0.088,0.000,75.200,-
'58:02:13.840',-,-,0.000,0.000,73.600,-
'58:02:13.848',-,-,-0.088,0.000,72.000,-
'58:02:13.856',-,-,0.000,0.000,71.200,-
'58:02:13.864',-,-,0.000,0.000,71.200,-
'58:02:13.872',-,-,0.000,0.000,70.400,-
'58:02:13.880',-,-,0.000,0.000,70.400,-
'58:02:13.888',-,-,0.000,0.000,71.200,-
'58:02:13.896',-,-,0.000,0.000,71.200,-
'58:02:13.904',-,-,0.000,0.000,72.000,-
'58:02:13.912',-,-,0.000,0.000,72.800,-
'58:02:13.920',-,-,0.000,0.000,73.600,-
'58:02:13.928',-,-,0.000,0.000,73.600,-
'58:02:13.936',-,-,0.000,0.000,74.400,-
'58:02:13.944',-,-,0.000,0.000,74.400,-
'58:02:13.952',-,-,0.000,0.000,75.200,-
'58:02:13.960',-,-,0.000,0.000,74.400,-
'58:02:13.968',-,-,-0.176,0.000,74.400,-
'58:02:13.976',-,-,-1.000,-0.912,73.600,-
'58:02:13.984',-,-,-1.813,-1.667,73.600,-
'58:02:13.992',-,-,-2.363,-2.412,72.800,-
'58:02:14.000',-,-,-2.363,-2.579,72.000,-
'58:02:14.008',-,-,-1.725,-2.000,70.400,-
'58:02:14.016',-,-,-1.176,-1.500,69.600,-
'58:02:14.024',-,-,-1.000,-1.167,68.800,-
'58:02:14.032',-,-,-0.813,-0.833,68.000,-
'58:02:14.040',-,-,-0.538,-0.579,67.200,-
'58:02:14.048',-,-,-0.264,-0.412,66.400,-
'58:02:14.056',-,-,-0.088,-0.167,65.600,-
'58:02:14.064',-,-,0.000,-0.079,64.800,-
'58:02:14.072',-,-,0.176,0.000,64.000,-
'58:02:14.080',-,-,0.176,0.167,63.200,-
'58:02:14.088',-,-,0.264,0.246,62.400,-
'58:02:14.096',-,-,0.264,0.333,61.600,-
'58:02:14.104',-,-,0.363,0.333,61.600,-
'58:02:14.112',-,-,0.451,0.500,60.800,-
'58:02:14.120',-,-,0.538,0.500,60.800,-
'58:02:14.128',-,-,0.538,0.500,60.800,-
'58:02:14.136',-,-,0.538,0.500,60.000,-
'58:02:14.144',-,-,0.538,0.500,60.000,-
'58:02:14.152',-,-,0.538,0.500,60.000,-
'58:02:14.160',-,-,0.538,0.500,60.000,-
'58:02:14.168',-,-,0.538,0.579,59.200,-
'58:02:14.176',-,-,0.538,0.579,60.000,-
'58:02:14.184',-,-,0.538,0.579,60.000,-
'58:02:14.192',-,-,0.538,0.579,61.600,-
'58:02:14.200',-,-,0.538,0.500,64.000,-
'58:02:14.208',-,-,0.538,0.579,67.200,-
'58:02:14.216',-,-,0.451,0.500,71.200,-
'58:02:14.224',-,-,0.538,0.500,76.000,-
'58:02:14.232',-,-,0.363,0.412,80.800,-
'58:02:14.240',-,-,0.451,0.333,85.600,-
'58:02:14.248',-,-,0.363,0.333,89.600,-
'58:02:14.256',-,-,0.363,0.246,94.400,-
'58:02:14.264',-,-,0.176,0.167,98.400,-
'58:02:14.272',-,-,0.176,0.167,101.600,-
'58:02:14.280',-,-,0.176,0.079,104.000,-
'58:02:14.288',-,-,0.176,0.000,105.600,-
'58:02:14.296',-,-,0.000,0.000,106.400,-
'58:02:14.304',-,-,0.000,0.000,106.400,-
'58:02:14.312',-,-,0.000,0.000,104.800,-
'58:02:14.320',-,-,0.000,0.000,103.200,-
'58:02:14.328',-,-,0.000,0.000,100.800,-
'58:02:14.336',-,-,0.000,0.000,97.600,-
'58:02:14.344',-,-,0.000,0.000,94.400,-
'58:02:14.352',-,-,0.000,0.000,91.200,-
'58:02:14.360',-,-,0.000,0.000,87.200,-
'58:02:14.368',-,-,0.000,0.000,84.000,-
'58:02:14.376',-,-,0.088,0.000,80.000,-
'58:02:14.384',-,-,0.000,0.000,76.800,-
'58:02:14.392',-,-,0.088,0.000,73.600,-
'58:02:14.400',-,-,0.000,0.000,70.400,-
'58:02:14.408',-,-,0.000,0.000,68.000,-
'58:02:14.416',-,-,0.000,0.000,65.600,-
'58:02:14.424',-,-,0.000,0.000,64.000,-
'58:02:14.432',-,-,0.000,0.000,62.400,-
'58:02:14.440',-,-,0.000,0.000,61.600,-
'58:02:14.448',-,-,0.000,0.000,60.800,-
'58:02:14.456',-,-,0.000,0.000,60.800,-
