'Elapsed time','I','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:26:00.192',-,-0.040,-,-,-0.040,-,-,100.800,45.120
'6:26:00.200',-,-0.048,-,-,-0.056,-,-,98.400,45.120
'6:26:00.208',-,-0.016,-,-,-0.040,-,-,96.800,44.760
'6:26:00.216',-,0.000,-,-,-0.016,-,-,94.400,43.920
'6:26:00.224',-,0.032,-,-,0.000,-,-,91.200,43.080
'6:26:00.232',-,0.056,-,-,0.016,-,-,87.200,41.880
'6:26:00.240',-,0.064,-,-,0.040,-,-,84.000,40.320
'6:26:00.248',-,0.080,-,-,0.040,-,-,81.600,38.760
'6:26:00.256',-,0.064,-,-,0.016,-,-,80.000,37.560
'6:26:00.264',-,0.064,-,-,0.040,-,-,80.000,35.880
'6:26:00.272',-,0.056,-,-,0.040,-,-,80.000,35.160
'6:26:00.280',-,0.064,-,-,0.016,-,-,80.000,34.320
'6:26:00.288',-,0.048,-,-,0.016,-,-,80.000,34.320
'6:26:00.296',-,0.056,-,-,0.040,-,-,80.000,34.320
'6:26:00.304',-,0.048,-,-,0.016,-,-,80.000,34.680
'6:26:00.312',-,0.056,-,-,0.016,-,-,78.400,35.160
'6:26:00.320',-,0.040,-,-,0.016,-,-,78.400,35.520
'6:26:00.328',-,0.048,-,-,0.016,-,-,77.600,35.880
'6:26:00.336',-,0.040,-,-,0.000,-,-,77.600,35.880
'6:26:00.344',-,0.032,-,-,0.000,-,-,76.000,35.880
'6:26:00.352',-,0.040,-,-,0.000,-,-,76.000,35.520
'6:26:00.360',-,0.032,-,-,0.000,-,-,75.200,34.680
'6:26:00.368',-,0.024,-,-,0.000,-,-,75.200,33.960
'6:26:00.376',-,0.024,-,-,0.000,-,-,73.600,32.760
'6:26:00.384',-,0.016,-,-,0.000,-,-,73.600,31.920
'6:26:00.392',-,0.008,-,-,0.000,-,-,72.800,31.080
'6:26:00.400',-,0.016,-,-,0.000,-,-,72.800,30.360
'6:26:00.408',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:00.416',-,0.000,-,-,0.000,-,-,71.200,29.880
'6:26:00.424',-,0.000,-,-,0.000,-,-,71.200,29.880
'6:26:00.432',-,-0.008,-,-,0.000,-,-,71.200,29.880
'6:26:00.440',-,0.000,-,-,-0.016,-,-,70.400,29.520
'6:26:00.448',-,-0.008,-,-,0.000,-,-,70.400,29.520
'6:26:00.456',-,-0.016,-,-,-0.016,-,-,70.400,29.520
'6:26:00.464',-,-0.008,-,-,0.000,-,-,68.800,29.520
'6:26:00.472',-,-0.016,-,-,-0.016,-,-,68.800,29.520
'6:26:00.480',-,-0.008,-,-,0.000,-,-,68.800,29.520
'6:26:00.488',-,-0.016,-,-,-0.016,-,-,68.800,29.520
'6:26:00.496',-,-0.008,-,-,0.000,-,-,68.000,29.160
'6:26:00.504',-,-0.024,-,-,-0.016,-,-,68.000,29.160
'6:26:00.512',-,-0.016,-,-,0.000,-,-,68.000,28.680
'6:26:00.520',-,-0.024,-,-,-0.016,-,-,66.400,28.680
'6:26:00.528',-,-0.016,-,-,0.000,-,-,66.400,28.680
'6:26:00.536',-,-0.032,-,-,-0.016,-,-,66.400,28.320
'6:26:00.544',-,-0.016,-,-,0.000,-,-,66.400,28.320
'6:26:00.552',-,-0.016,-,-,-0.016,-,-,65.600,27.960
'6:26:00.560',-,-0.008,-,-,0.000,-,-,65.600,27.960
'6:26:00.568',-,-0.024,-,-,-0.016,-,-,65.600,27.480
'6:26:00.576',-,-0.016,-,-,0.000,-,-,65.600,27.480
'6:26:00.584',-,-0.008,-,-,-0.016,-,-,64.000,27.120
'6:26:00.592',-,-0.024,-,-,-0.016,-,-,64.000,27.120
'6:26:00.600',-,-0.016,-,-,0.000,-,-,64.000,26.760
'6:26:00.608',-,-0.016,-,-,-0.016,-,-,64.000,26.760
'6:26:00.616',-,0.000,-,-,0.000,-,-,63.200,26.760
'6:26:00.624',-,0.008,-,-,0.000,-,-,63.200,26.280
'6:26:00.632',-,0.016,-,-,0.000,-,-,63.200,26.280
'6:26:00.640',-,0.032,-,-,0.016,-,-,63.200,26.280
'6:26:00.648',-,0.064,-,-,0.040,-,-,63.200,26.280
'6:26:00.656',-,0.048,-,-,0.016,-,-,61.600,26.760
'6:26:00.664',-,0.088,-,-,0.040,-,-,61.600,26.760
'6:26:00.672',-,0.064,-,-,0.016,-,-,61.600,26.760
'6:26:00.680',-,0.048,-,-,0.016,-,-,61.600,26.760
'6:26:00.688',-,-0.024,-,-,0.000,-,-,61.600,26.280
'6:26:00.696',-,-0.032,-,-,-0.016,-,-,61.600,25.920
'6:26:00.704',-,-0.040,-,-,-0.040,-,-,61.600,25.560
'6:26:00.712',-,-0.032,-,-,-0.016,-,-,61.600,25.080
'6:26:00.720',-,-0.040,-,-,-0.040,-,-,60.800,25.080
'6:26:00.728',-,-0.032,-,-,-0.040,-,-,60.800,24.720
'6:26:00.736',-,-0.048,-,-,-0.040,-,-,60.800,24.720
'6:26:00.744',-,-0.032,-,-,-0.040,-,-,60.800,24.720
'6:26:00.752',-,-0.040,-,-,-0.016,-,-,60.800,24.720
'6:26:00.760',-,-0.088,-,-,-0.040,-,-,59.200,24.360
'6:26:00.768',-,-0.208,-,-,-0.136,-,-,59.200,24.360
'6:26:00.776',-,-0.048,-,-,-0.136,-,-,59.200,24.360
'6:26:00.784',-,0.384,-,-,0.120,-,-,59.200,24.360
'6:26:00.792',-,0.536,-,-,0.296,-,-,59.200,24.360
'6:26:00.800',-,0.240,-,-,0.240,-,-,58.400,24.360
'6:26:00.808',-,-0.128,-,-,0.000,-,-,58.400,24.360
'6:26:00.816',-,-0.152,-,-,-0.040,-,-,58.400,24.360
'6:26:00.824',-,0.056,-,-,-0.056,-,-,58.400,24.720
'6:26:00.832',-,0.024,-,-,0.000,-,-,58.400,24.720
'6:26:00.840',-,0.008,-,-,0.000,-,-,58.400,24.720
'6:26:00.848',-,-0.008,-,-,-0.016,-,-,58.400,25.080
'6:26:00.856',-,0.000,-,-,-0.016,-,-,58.400,26.280
'6:26:00.864',-,-0.016,-,-,-0.016,-,-,60.800,28.320
'6:26:00.872',-,-0.024,-,-,-0.040,-,-,63.200,30.720
'6:26:00.880',-,-0.016,-,-,-0.016,-,-,68.000,32.760
'6:26:00.888',-,-0.024,-,-,-0.040,-,-,73.600,34.680
'6:26:00.896',-,-0.032,-,-,-0.040,-,-,80.000,36.360
'6:26:00.904',-,-0.024,-,-,-0.016,-,-,87.200,37.560
'6:26:00.912',-,-0.032,-,-,-0.040,-,-,94.400,38.280
'6:26:00.920',-,-0.016,-,-,-0.016,-,-,100.800,39.120
'6:26:00.928',-,-0.024,-,-,-0.016,-,-,106.400,39.960
'6:26:00.936',-,-0.024,-,-,-0.040,-,-,111.200,41.160
'6:26:00.944',-,-0.016,-,-,-0.016,-,-,115.200,41.880
'6:26:00.952',-,-0.024,-,-,-0.016,-,-,118.400,42.360
'6:26:00.960',-,-0.016,-,-,-0.016,-,-,120.000,42.720
'6:26:00.968',-,-0.024,-,-,-0.016,-,-,120.000,43.560
'6:26:00.976',-,-0.016,-,-,-0.016,-,-,117.600,43.920
'6:26:00.984',-,-0.024,-,-,-0.016,-,-,113.600,44.280
'6:26:00.992',-,-0.024,-,-,-0.040,-,-,110.400,44.760
'6:26:01.000',-,-0.016,-,-,-0.016,-,-,108.000,45.480
'6:26:01.008',-,-0.032,-,-,-0.040,-,-,106.400,45.960
'6:26:01.016',-,-0.048,-,-,-0.040,-,-,105.600,46.320
'6:26:01.024',-,-0.040,-,-,-0.040,-,-,104.000,46.320
'6:26:01.032',-,-0.056,-,-,-0.056,-,-,104.000,46.320
'6:26:01.040',-,-0.040,-,-,-0.040,-,-,103.200,45.960
'6:26:01.048',-,-0.024,-,-,-0.040,-,-,100.800,45.480
'6:26:01.056',-,0.000,-,-,-0.016,-,-,98.400,44.760
'6:26:01.064',-,0.024,-,-,0.000,-,-,96.000,43.920
'6:26:01.072',-,0.048,-,-,0.000,-,-,92.000,42.720
'6:26:01.080',-,0.064,-,-,0.016,-,-,88.800,41.520
'6:26:01.088',-,0.064,-,-,0.040,-,-,84.800,39.960
'6:26:01.096',-,0.064,-,-,0.040,-,-,82.400,38.280
'6:26:01.104',-,0.064,-,-,0.040,-,-,80.000,37.080
'6:26:01.112',-,0.064,-,-,0.040,-,-,80.000,35.880
'6:26:01.120',-,0.048,-,-,0.016,-,-,80.000,35.160
'6:26:01.128',-,0.056,-,-,0.040,-,-,80.000,34.680
'6:26:01.136',-,0.048,-,-,0.016,-,-,80.000,35.160
'6:26:01.144',-,0.056,-,-,0.016,-,-,80.000,35.160
'6:26:01.152',-,0.048,-,-,0.016,-,-,80.000,35.880
'6:26:01.160',-,0.056,-,-,0.016,-,-,80.000,36.360
'6:26:01.168',-,0.040,-,-,0.016,-,-,80.000,37.080
'6:26:01.176',-,0.048,-,-,0.000,-,-,80.000,37.560
'6:26:01.184',-,0.040,-,-,0.016,-,-,78.400,37.560
'6:26:01.192',-,0.040,-,-,0.000,-,-,78.400,37.560
'6:26:01.200',-,0.032,-,-,0.000,-,-,77.600,37.080
'6:26:01.208',-,0.032,-,-,0.000,-,-,77.600,36.360
'6:26:01.216',-,0.024,-,-,0.000,-,-,76.000,35.520
'6:26:01.224',-,0.024,-,-,0.000,-,-,75.200,34.680
'6:26:01.232',-,0.016,-,-,0.000,-,-,75.200,33.480
'6:26:01.240',-,0.008,-,-,0.000,-,-,75.200,32.760
'6:26:01.248',-,0.008,-,-,0.000,-,-,73.600,32.280
'6:26:01.256',-,0.000,-,-,0.000,-,-,73.600,32.280
'6:26:01.264',-,0.000,-,-,0.000,-,-,73.600,32.280
'6:26:01.272',-,0.000,-,-,-0.016,-,-,72.800,32.280
'6:26:01.280',-,0.000,-,-,0.000,-,-,72.800,32.280
'6:26:01.288',-,0.000,-,-,-0.016,-,-,72.800,32.280
'6:26:01.296',-,-0.008,-,-,0.000,-,-,71.200,32.280
'6:26:01.304',-,-0.008,-,-,-0.016,-,-,71.200,32.280
'6:26:01.312',-,0.000,-,-,0.000,-,-,71.200,32.280
'6:26:01.320',-,-0.008,-,-,-0.016,-,-,70.400,32.280
'6:26:01.328',-,0.000,-,-,0.000,-,-,70.400,32.280
'6:26:01.336',-,-0.024,-,-,-0.016,-,-,70.400,32.280
'6:26:01.344',-,-0.008,-,-,-0.016,-,-,70.400,31.920
'6:26:01.352',-,-0.016,-,-,-0.016,-,-,68.800,31.920
'6:26:01.360',-,-0.008,-,-,-0.016,-,-,68.800,31.920
'6:26:01.368',-,-0.016,-,-,-0.016,-,-,68.800,31.920
'6:26:01.376',-,-0.008,-,-,0.000,-,-,68.800,31.560
'6:26:01.384',-,-0.016,-,-,-0.016,-,-,68.000,31.560
'6:26:01.392',-,-0.016,-,-,-0.016,-,-,68.000,31.560
'6:26:01.400',-,-0.008,-,-,0.000,-,-,68.000,31.560
'6:26:01.408',-,-0.024,-,-,-0.016,-,-,68.000,31.560
'6:26:01.416',-,-0.016,-,-,0.000,-,-,66.400,31.560
'6:26:01.424',-,-0.016,-,-,-0.016,-,-,66.400,31.080
'6:26:01.432',-,-0.016,-,-,-0.016,-,-,66.400,31.080
'6:26:01.440',-,-0.008,-,-,0.000,-,-,66.400,31.080
'6:26:01.448',-,-0.008,-,-,-0.016,-,-,65.600,30.720
'6:26:01.456',-,0.000,-,-,0.000,-,-,65.600,30.720
'6:26:01.464',-,0.016,-,-,0.000,-,-,65.600,30.720
'6:26:01.472',-,0.024,-,-,0.000,-,-,65.600,30.720
'6:26:01.480',-,0.032,-,-,0.016,-,-,65.600,30.720
'6:26:01.488',-,0.064,-,-,0.000,-,-,64.000,30.720
'6:26:01.496',-,0.048,-,-,0.040,-,-,64.000,31.080
'6:26:01.504',-,0.032,-,-,0.016,-,-,64.000,31.080
'6:26:01.512',-,0.088,-,-,0.040,-,-,64.000,31.560
'6:26:01.520',-,0.056,-,-,0.016,-,-,64.000,31.560
'6:26:01.528',-,0.064,-,-,0.040,-,-,64.000,31.080
'6:26:01.536',-,-0.024,-,-,-0.016,-,-,64.000,30.720
'6:26:01.544',-,-0.032,-,-,-0.016,-,-,64.000,30.720
'6:26:01.552',-,-0.024,-,-,-0.040,-,-,64.000,30.360
'6:26:01.560',-,-0.040,-,-,-0.040,-,-,63.200,30.360
'6:26:01.568',-,-0.040,-,-,-0.040,-,-,63.200,30.720
'6:26:01.576',-,-0.032,-,-,-0.040,-,-,63.200,30.720
'6:26:01.584',-,-0.040,-,-,-0.040,-,-,63.200,30.720
'6:26:01.592',-,-0.032,-,-,-0.040,-,-,63.200,30.720
'6:26:01.600',-,-0.072,-,-,-0.040,-,-,63.200,30.360
'6:26:01.608',-,-0.184,-,-,-0.120,-,-,63.200,30.360
'6:26:01.616',-,-0.192,-,-,-0.136,-,-,61.600,29.880
'6:26:01.624',-,0.312,-,-,0.080,-,-,61.600,29.520
'6:26:01.632',-,0.584,-,-,0.320,-,-,61.600,29.520
'6:26:01.640',-,0.384,-,-,0.296,-,-,61.600,29.160
'6:26:01.648',-,0.088,-,-,0.160,-,-,61.600,29.160
'6:26:01.656',-,-0.048,-,-,0.000,-,-,60.800,29.160
'6:26:01.664',-,0.088,-,-,0.016,-,-,60.800,29.160
'6:26:01.672',-,0.104,-,-,0.040,-,-,60.800,29.880
'6:26:01.680',-,0.016,-,-,0.000,-,-,60.800,30.360
'6:26:01.688',-,0.000,-,-,-0.016,-,-,60.800,30.720
'6:26:01.696',-,-0.008,-,-,-0.040,-,-,61.600,31.560
'6:26:01.704',-,-0.016,-,-,-0.040,-,-,63.200,33.120
'6:26:01.712',-,-0.032,-,-,-0.040,-,-,66.400,34.680
'6:26:01.720',-,-0.024,-,-,-0.040,-,-,71.200,36.720
'6:26:01.728',-,-0.032,-,-,-0.040,-,-,77.600,38.760
'6:26:01.736',-,-0.040,-,-,-0.040,-,-,84.000,40.680
'6:26:01.744',-,-0.032,-,-,-0.040,-,-,92.000,41.880
'6:26:01.752',-,-0.040,-,-,-0.040,-,-,99.200,43.080
'6:26:01.760',-,-0.032,-,-,-0.040,-,-,106.400,44.280
'6:26:01.768',-,-0.040,-,-,-0.040,-,-,111.200,45.120
'6:26:01.776',-,-0.032,-,-,-0.040,-,-,117.600,45.480
'6:26:01.784',-,-0.040,-,-,-0.040,-,-,122.400,45.960
'6:26:01.792',-,-0.024,-,-,-0.040,-,-,125.600,45.960
'6:26:01.800',-,-0.032,-,-,-0.040,-,-,127.200,45.960
'6:26:01.808',-,-0.040,-,-,-0.040,-,-,125.600,45.960
'6:26:01.816',-,-0.032,-,-,-0.040,-,-,122.400,46.320
'6:26:01.824',-,-0.024,-,-,-0.040,-,-,118.400,47.160
'6:26:01.832',-,-0.048,-,-,-0.040,-,-,115.200,47.520
'6:26:01.840',-,-0.040,-,-,-0.040,-,-,113.600,48.360
'6:26:01.848',-,-0.056,-,-,-0.040,-,-,112.800,49.080
'6:26:01.856',-,-0.064,-,-,-0.056,-,-,111.200,49.920
'6:26:01.864',-,-0.072,-,-,-0.080,-,-,111.200,50.280
'6:26:01.872',-,-0.072,-,-,-0.056,-,-,111.200,50.760
'6:26:01.880',-,-0.072,-,-,-0.080,-,-,110.400,50.280
'6:26:01.888',-,-0.056,-,-,-0.056,-,-,108.800,49.920
'6:26:01.896',-,-0.040,-,-,-0.040,-,-,106.400,49.560
'6:26:01.904',-,0.000,-,-,-0.016,-,-,103.200,48.360
'6:26:01.912',-,0.024,-,-,0.000,-,-,99.200,46.680
'6:26:01.920',-,0.048,-,-,0.000,-,-,96.000,45.120
'6:26:01.928',-,0.064,-,-,0.040,-,-,92.000,43.560
'6:26:01.936',-,0.064,-,-,0.040,-,-,88.800,41.880
'6:26:01.944',-,0.064,-,-,0.040,-,-,86.400,40.320
'6:26:01.952',-,0.064,-,-,0.040,-,-,84.000,39.480
'6:26:01.960',-,0.056,-,-,0.040,-,-,82.400,39.120
'6:26:01.968',-,0.056,-,-,0.016,-,-,82.400,39.120
'6:26:01.976',-,0.048,-,-,0.040,-,-,82.400,39.120
'6:26:01.984',-,0.056,-,-,0.016,-,-,82.400,39.480
'6:26:01.992',-,0.040,-,-,0.016,-,-,82.400,39.960
'6:26:02.000',-,0.056,-,-,0.016,-,-,82.400,40.320
'6:26:02.008',-,0.048,-,-,0.016,-,-,81.600,40.680
'6:26:02.016',-,0.056,-,-,0.016,-,-,81.600,41.160
'6:26:02.024',-,0.048,-,-,0.016,-,-,81.600,40.680
'6:26:02.032',-,0.056,-,-,0.016,-,-,80.000,39.960
'6:26:02.040',-,0.040,-,-,0.016,-,-,80.000,39.120
'6:26:02.048',-,0.048,-,-,0.000,-,-,78.400,38.280
'6:26:02.056',-,0.040,-,-,0.000,-,-,78.400,37.560
'6:26:02.064',-,0.032,-,-,0.000,-,-,77.600,36.360
'6:26:02.072',-,0.016,-,-,0.000,-,-,76.000,35.880
'6:26:02.080',-,0.024,-,-,0.000,-,-,76.000,35.160
'6:26:02.088',-,0.016,-,-,0.000,-,-,76.000,34.680
'6:26:02.096',-,0.008,-,-,0.000,-,-,75.200,34.320
'6:26:02.104',-,0.008,-,-,0.000,-,-,75.200,34.320
'6:26:02.112',-,0.000,-,-,0.000,-,-,75.200,33.960
'6:26:02.120',-,0.008,-,-,0.000,-,-,73.600,33.960
'6:26:02.128',-,0.000,-,-,0.000,-,-,73.600,33.960
'6:26:02.136',-,0.000,-,-,0.000,-,-,73.600,33.960
'6:26:02.144',-,0.000,-,-,0.000,-,-,72.800,33.480
'6:26:02.152',-,-0.016,-,-,0.000,-,-,72.800,33.480
'6:26:02.160',-,0.000,-,-,0.000,-,-,71.200,33.120
'6:26:02.168',-,-0.008,-,-,-0.016,-,-,71.200,33.120
'6:26:02.176',-,0.000,-,-,0.000,-,-,71.200,32.760
'6:26:02.184',-,-0.008,-,-,0.000,-,-,70.400,32.280
'6:26:02.192',-,0.000,-,-,0.000,-,-,70.400,31.920
'6:26:02.200',-,-0.008,-,-,-0.016,-,-,70.400,31.920
'6:26:02.208',-,-0.008,-,-,0.000,-,-,68.800,31.560
'6:26:02.216',-,0.000,-,-,0.000,-,-,68.800,31.080
'6:26:02.224',-,-0.016,-,-,-0.016,-,-,68.800,31.080
'6:26:02.232',-,-0.008,-,-,0.000,-,-,68.800,31.080
'6:26:02.240',-,-0.016,-,-,-0.016,-,-,68.000,30.720
'6:26:02.248',-,-0.008,-,-,0.000,-,-,68.000,30.720
'6:26:02.256',-,-0.016,-,-,-0.016,-,-,68.000,30.360
'6:26:02.264',-,-0.008,-,-,0.000,-,-,66.400,30.360
'6:26:02.272',-,-0.016,-,-,-0.016,-,-,66.400,29.880
'6:26:02.280',-,-0.008,-,-,-0.016,-,-,66.400,29.880
'6:26:02.288',-,-0.016,-,-,0.000,-,-,65.600,29.520
'6:26:02.296',-,0.000,-,-,0.000,-,-,65.600,29.520
'6:26:02.304',-,0.016,-,-,0.000,-,-,65.600,29.160
'6:26:02.312',-,0.024,-,-,0.000,-,-,65.600,29.160
'6:26:02.320',-,0.032,-,-,0.016,-,-,64.000,29.160
'6:26:02.328',-,0.064,-,-,0.000,-,-,64.000,28.680
'6:26:02.336',-,0.032,-,-,0.016,-,-,64.000,29.160
'6:26:02.344',-,0.064,-,-,0.040,-,-,64.000,29.160
'6:26:02.352',-,0.088,-,-,0.040,-,-,63.200,29.160
'6:26:02.360',-,0.056,-,-,0.016,-,-,63.200,29.160
'6:26:02.368',-,-0.016,-,-,0.000,-,-,63.200,28.680
'6:26:02.376',-,-0.032,-,-,-0.016,-,-,63.200,27.960
'6:26:02.384',-,-0.024,-,-,-0.016,-,-,63.200,27.480
'6:26:02.392',-,-0.040,-,-,-0.040,-,-,63.200,27.120
'6:26:02.400',-,-0.032,-,-,-0.016,-,-,63.200,27.120
'6:26:02.408',-,-0.040,-,-,-0.040,-,-,63.200,27.120
'6:26:02.416',-,-0.040,-,-,-0.040,-,-,61.600,27.120
'6:26:02.424',-,-0.040,-,-,-0.040,-,-,61.600,27.120
'6:26:02.432',-,-0.032,-,-,-0.016,-,-,61.600,27.120
'6:26:02.440',-,-0.088,-,-,-0.040,-,-,61.600,27.120
'6:26:02.448',-,-0.192,-,-,-0.136,-,-,60.800,26.760
'6:26:02.456',-,-0.048,-,-,-0.136,-,-,60.800,26.760
'6:26:02.464',-,0.384,-,-,0.136,-,-,60.800,26.280
'6:26:02.472',-,0.544,-,-,0.296,-,-,60.800,25.920
'6:26:02.480',-,0.280,-,-,0.256,-,-,60.800,25.560
'6:26:02.488',-,-0.096,-,-,0.040,-,-,60.800,25.560
'6:26:02.496',-,-0.112,-,-,-0.040,-,-,59.200,25.560
'6:26:02.504',-,0.064,-,-,0.000,-,-,59.200,25.920
'6:26:02.512',-,0.032,-,-,0.000,-,-,59.200,26.280
'6:26:02.520',-,0.000,-,-,-0.016,-,-,59.200,26.760
'6:26:02.528',-,0.000,-,-,0.000,-,-,59.200,27.120
'6:26:02.536',-,-0.008,-,-,-0.040,-,-,59.200,28.320
'6:26:02.544',-,-0.024,-,-,-0.016,-,-,60.800,29.880
'6:26:02.552',-,-0.016,-,-,-0.040,-,-,64.000,31.080
'6:26:02.560',-,-0.024,-,-,-0.040,-,-,68.000,33.120
'6:26:02.568',-,-0.032,-,-,-0.040,-,-,73.600,34.680
'6:26:02.576',-,-0.032,-,-,-0.040,-,-,80.000,36.720
'6:26:02.584',-,-0.024,-,-,-0.040,-,-,87.200,38.760
'6:26:02.592',-,-0.032,-,-,-0.040,-,-,94.400,39.960
'6:26:02.600',-,-0.024,-,-,-0.040,-,-,101.600,41.160
'6:26:02.608',-,-0.032,-,-,-0.040,-,-,106.400,41.160
'6:26:02.616',-,-0.032,-,-,-0.040,-,-,111.200,40.680
'6:26:02.624',-,-0.024,-,-,-0.016,-,-,116.000,39.960
'6:26:02.632',-,-0.016,-,-,-0.040,-,-,118.400,39.480
'6:26:02.640',-,-0.032,-,-,-0.040,-,-,120.800,39.480
'6:26:02.648',-,-0.032,-,-,-0.040,-,-,120.000,39.480
'6:26:02.656',-,-0.024,-,-,-0.040,-,-,117.600,40.320
'6:26:02.664',-,-0.032,-,-,-0.040,-,-,112.800,41.160
'6:26:02.672',-,-0.024,-,-,-0.040,-,-,108.800,41.880
'6:26:02.680',-,-0.032,-,-,-0.040,-,-,106.400,42.720
'6:26:02.688',-,-0.040,-,-,-0.040,-,-,105.600,43.920
'6:26:02.696',-,-0.048,-,-,-0.040,-,-,104.000,44.760
'6:26:02.704',-,-0.064,-,-,-0.056,-,-,104.000,45.120
'6:26:02.712',-,-0.048,-,-,-0.056,-,-,103.200,45.120
'6:26:02.720',-,-0.056,-,-,-0.056,-,-,101.600,44.760
'6:26:02.728',-,-0.032,-,-,-0.040,-,-,100.800,44.280
'6:26:02.736',-,-0.008,-,-,-0.016,-,-,96.800,43.560
'6:26:02.744',-,0.024,-,-,0.000,-,-,94.400,42.360
'6:26:02.752',-,0.048,-,-,0.000,-,-,91.200,41.160
'6:26:02.760',-,0.064,-,-,0.016,-,-,87.200,39.480
'6:26:02.768',-,0.064,-,-,0.040,-,-,84.000,37.920
'6:26:02.776',-,0.080,-,-,0.040,-,-,81.600,36.360
'6:26:02.784',-,0.064,-,-,0.040,-,-,80.000,35.520
'6:26:02.792',-,0.064,-,-,0.040,-,-,80.000,35.160
'6:26:02.800',-,0.064,-,-,0.040,-,-,80.000,34.680
'6:26:02.808',-,0.056,-,-,0.040,-,-,80.000,35.160
'6:26:02.816',-,0.048,-,-,0.016,-,-,80.000,35.160
'6:26:02.824',-,0.056,-,-,0.016,-,-,80.000,35.520
'6:26:02.832',-,0.048,-,-,0.016,-,-,80.000,35.520
'6:26:02.840',-,0.048,-,-,0.016,-,-,80.000,35.880
'6:26:02.848',-,0.056,-,-,0.016,-,-,80.000,35.880
'6:26:02.856',-,0.040,-,-,0.016,-,-,78.400,35.880
'6:26:02.864',-,0.048,-,-,0.000,-,-,78.400,35.520
'6:26:02.872',-,0.032,-,-,0.000,-,-,77.600,34.680
'6:26:02.880',-,0.040,-,-,0.000,-,-,77.600,34.320
'6:26:02.888',-,0.024,-,-,0.000,-,-,76.000,33.120
'6:26:02.896',-,0.032,-,-,0.000,-,-,75.200,32.280
'6:26:02.904',-,0.016,-,-,0.000,-,-,75.200,31.560
'6:26:02.912',-,0.008,-,-,0.000,-,-,75.200,30.720
'6:26:02.920',-,0.016,-,-,0.000,-,-,73.600,30.360
'6:26:02.928',-,0.000,-,-,0.000,-,-,73.600,30.360
'6:26:02.936',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:02.944',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:02.952',-,0.000,-,-,0.000,-,-,72.800,29.880
'6:26:02.960',-,-0.008,-,-,0.000,-,-,71.200,29.880
'6:26:02.968',-,0.000,-,-,-0.016,-,-,71.200,29.880
'6:26:02.976',-,-0.008,-,-,0.000,-,-,71.200,29.880
'6:26:02.984',-,0.000,-,-,-0.016,-,-,70.400,29.520
'6:26:02.992',-,-0.016,-,-,0.000,-,-,70.400,29.520
'6:26:03.000',-,-0.008,-,-,-0.016,-,-,70.400,29.160
'6:26:03.008',-,-0.008,-,-,0.000,-,-,68.800,29.160
'6:26:03.016',-,-0.016,-,-,-0.016,-,-,68.800,29.160
'6:26:03.024',-,-0.008,-,-,-0.016,-,-,68.800,28.680
'6:26:03.032',-,-0.024,-,-,-0.016,-,-,68.800,28.680
'6:26:03.040',-,-0.016,-,-,-0.016,-,-,68.000,28.320
'6:26:03.048',-,-0.008,-,-,-0.016,-,-,68.000,28.320
'6:26:03.056',-,-0.024,-,-,-0.016,-,-,68.000,28.320
'6:26:03.064',-,-0.016,-,-,-0.016,-,-,66.400,27.960
'6:26:03.072',-,-0.024,-,-,0.000,-,-,66.400,27.960
'6:26:03.080',-,-0.008,-,-,-0.016,-,-,66.400,27.960
'6:26:03.088',-,-0.024,-,-,-0.016,-,-,66.400,27.480
'6:26:03.096',-,-0.016,-,-,0.000,-,-,65.600,27.480
'6:26:03.104',-,-0.024,-,-,-0.016,-,-,65.600,27.120
'6:26:03.112',-,-0.016,-,-,0.000,-,-,65.600,27.120
'6:26:03.120',-,-0.024,-,-,-0.016,-,-,65.600,26.760
'6:26:03.128',-,-0.008,-,-,0.000,-,-,64.000,26.760
'6:26:03.136',-,-0.008,-,-,0.000,-,-,64.000,26.760
'6:26:03.144',-,0.000,-,-,0.000,-,-,64.000,26.280
'6:26:03.152',-,0.016,-,-,0.000,-,-,64.000,26.280
'6:26:03.160',-,0.024,-,-,0.000,-,-,63.200,26.280
'6:26:03.168',-,0.056,-,-,0.016,-,-,63.200,26.280
'6:26:03.176',-,0.064,-,-,0.040,-,-,63.200,26.280
'6:26:03.184',-,0.040,-,-,0.016,-,-,63.200,26.760
'6:26:03.192',-,0.088,-,-,0.040,-,-,63.200,26.760
'6:26:03.200',-,0.048,-,-,0.016,-,-,63.200,26.760
'6:26:03.208',-,0.000,-,-,0.000,-,-,63.200,26.280
'6:26:03.216',-,-0.032,-,-,-0.016,-,-,61.600,25.920
'6:26:03.224',-,-0.040,-,-,-0.016,-,-,61.600,25.560
'6:26:03.232',-,-0.032,-,-,-0.040,-,-,61.600,25.080
'6:26:03.240',-,-0.040,-,-,-0.016,-,-,61.600,25.080
'6:26:03.248',-,-0.032,-,-,-0.040,-,-,61.600,25.080
'6:26:03.256',-,-0.048,-,-,-0.040,-,-,61.600,24.720
'6:26:03.264',-,-0.040,-,-,-0.016,-,-,60.800,24.720
'6:26:03.272',-,-0.040,-,-,-0.040,-,-,60.800,24.720
'6:26:03.280',-,-0.072,-,-,-0.016,-,-,60.800,24.360
