'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'6:59:03.704',-0.080,-,-,-,-0.040,-,128.000,25.200
'6:59:03.712',-0.080,-,-,-,-0.040,-,125.600,24.400
'6:59:03.720',-0.060,-,-,-,-0.040,-,123.200,24.000
'6:59:03.728',-0.080,-,-,-,-0.040,-,119.200,23.200
'6:59:03.736',-0.080,-,-,-,-0.040,-,116.000,22.800
'6:59:03.744',-0.080,-,-,-,-0.040,-,112.000,22.400
'6:59:03.752',-0.080,-,-,-,-0.040,-,108.800,22.000
'6:59:03.760',-0.080,-,-,-,-0.040,-,105.600,22.000
'6:59:03.768',-0.080,-,-,-,-0.040,-,103.200,21.600
'6:59:03.776',-0.060,-,-,-,-0.040,-,102.400,21.200
'6:59:03.784',-0.080,-,-,-,-0.040,-,102.400,21.200
'6:59:03.792',-0.060,-,-,-,-0.040,-,103.200,21.200
'6:59:03.800',-0.060,-,-,-,-0.040,-,103.200,21.200
'6:59:03.808',-0.060,-,-,-,-0.040,-,103.200,21.200
'6:59:03.816',-0.040,-,-,-,-0.020,-,103.200,21.200
'6:59:03.824',-0.020,-,-,-,-0.040,-,102.400,21.200
'6:59:03.832',0.000,-,-,-,0.000,-,101.600,21.200
'6:59:03.840',0.020,-,-,-,0.000,-,100.800,20.800
'6:59:03.848',0.020,-,-,-,0.000,-,100.000,20.800
'6:59:03.856',0.000,-,-,-,0.000,-,98.400,20.800
'6:59:03.864',0.040,-,-,-,0.000,-,97.600,20.800
'6:59:03.872',0.040,-,-,-,0.020,-,96.800,20.800
'6:59:03.880',0.080,-,-,-,0.040,-,96.000,20.400
'6:59:03.888',0.060,-,-,-,0.020,-,95.200,20.400
'6:59:03.896',0.040,-,-,-,0.040,-,94.400,20.000
'6:59:03.904',0.060,-,-,-,0.000,-,93.600,20.000
'6:59:03.912',0.020,-,-,-,0.020,-,92.800,19.600
'6:59:03.920',0.000,-,-,-,0.000,-,92.000,19.600
'6:59:03.928',-0.040,-,-,-,-0.020,-,91.200,19.200
'6:59:03.936',-0.080,-,-,-,-0.040,-,90.400,19.200
'6:59:03.944',-0.100,-,-,-,-0.060,-,89.600,18.800
'6:59:03.952',-0.100,-,-,-,-0.060,-,88.800,18.400
'6:59:03.960',-0.100,-,-,-,-0.060,-,88.000,18.400
'6:59:03.968',-0.100,-,-,-,-0.060,-,88.000,18.400
'6:59:03.976',-0.100,-,-,-,-0.060,-,87.200,18.000
'6:59:03.984',-0.100,-,-,-,-0.060,-,86.400,18.000
'6:59:03.992',-0.100,-,-,-,-0.060,-,86.400,17.600
'6:59:04.000',-0.100,-,-,-,-0.080,-,85.600,17.600
'6:59:04.008',-0.120,-,-,-,-0.060,-,84.800,17.200
'6:59:04.016',-0.100,-,-,-,-0.100,-,84.800,16.800
'6:59:04.024',0.040,-,-,-,0.000,-,84.000,16.800
'6:59:04.032',0.360,-,-,-,0.280,-,83.200,16.400
'6:59:04.040',0.700,-,-,-,0.600,-,83.200,16.400
'6:59:04.048',0.380,-,-,-,0.320,-,82.400,16.000
'6:59:04.056',0.060,-,-,-,0.040,-,81.600,15.600
'6:59:04.064',-0.020,-,-,-,-0.020,-,81.600,15.600
'6:59:04.072',-0.060,-,-,-,-0.040,-,80.800,15.200
'6:59:04.080',-0.080,-,-,-,-0.060,-,80.000,15.200
'6:59:04.088',-0.100,-,-,-,-0.080,-,79.200,15.600
'6:59:04.096',-0.100,-,-,-,-0.060,-,79.200,15.600
'6:59:04.104',-0.100,-,-,-,-0.080,-,78.400,16.000
'6:59:04.112',-0.100,-,-,-,-0.060,-,77.600,16.800
'6:59:04.120',-0.100,-,-,-,-0.080,-,77.600,17.200
'6:59:04.128',-0.100,-,-,-,-0.060,-,77.600,17.600
'6:59:04.136',-0.100,-,-,-,-0.060,-,76.800,17.600
'6:59:04.144',-0.080,-,-,-,-0.060,-,76.800,17.200
'6:59:04.152',-0.080,-,-,-,-0.060,-,76.000,17.200
'6:59:04.160',-0.060,-,-,-,-0.040,-,76.000,17.200
'6:59:04.168',-0.080,-,-,-,-0.040,-,76.000,17.600
'6:59:04.176',-0.040,-,-,-,-0.040,-,76.000,17.600
'6:59:04.184',-0.060,-,-,-,-0.040,-,77.600,18.400
'6:59:04.192',-0.040,-,-,-,-0.040,-,80.800,19.200
'6:59:04.200',-0.020,-,-,-,-0.020,-,84.800,20.000
'6:59:04.208',0.000,-,-,-,-0.020,-,90.400,20.800
'6:59:04.216',0.000,-,-,-,0.000,-,96.800,21.600
'6:59:04.224',0.000,-,-,-,0.000,-,104.000,22.000
'6:59:04.232',0.040,-,-,-,0.000,-,109.600,22.400
'6:59:04.240',0.040,-,-,-,0.020,-,113.600,22.800
'6:59:04.248',0.060,-,-,-,0.040,-,116.000,23.200
'6:59:04.256',0.080,-,-,-,0.060,-,116.800,23.200
'6:59:04.264',0.140,-,-,-,0.080,-,118.400,23.200
'6:59:04.272',0.160,-,-,-,0.100,-,119.200,23.200
'6:59:04.280',0.180,-,-,-,0.120,-,121.600,22.800
'6:59:04.288',0.200,-,-,-,0.140,-,124.000,22.800
'6:59:04.296',0.220,-,-,-,0.140,-,126.400,22.400
'6:59:04.304',0.220,-,-,-,0.140,-,128.800,22.000
'6:59:04.312',0.180,-,-,-,0.120,-,130.400,21.600
'6:59:04.320',0.160,-,-,-,0.080,-,131.200,21.200
'6:59:04.328',0.100,-,-,-,0.060,-,131.200,20.400
'6:59:04.336',0.060,-,-,-,0.040,-,131.200,20.000
'6:59:04.344',0.000,-,-,-,0.000,-,131.200,19.200
'6:59:04.352',0.000,-,-,-,0.000,-,130.400,18.800
'6:59:04.360',-0.040,-,-,-,-0.020,-,128.800,18.400
'6:59:04.368',-0.040,-,-,-,-0.040,-,127.200,17.600
'6:59:04.376',-0.060,-,-,-,-0.040,-,124.800,17.200
'6:59:04.384',-0.040,-,-,-,-0.040,-,122.400,16.800
'6:59:04.392',-0.060,-,-,-,-0.040,-,119.200,16.400
'6:59:04.400',-0.080,-,-,-,-0.040,-,116.000,15.600
'6:59:04.408',-0.080,-,-,-,-0.040,-,112.000,15.200
'6:59:04.416',-0.080,-,-,-,-0.040,-,108.800,14.800
'6:59:04.424',-0.080,-,-,-,-0.040,-,105.600,14.800
'6:59:04.432',-0.080,-,-,-,-0.040,-,102.400,14.400
'6:59:04.440',-0.060,-,-,-,-0.040,-,100.800,14.400
'6:59:04.448',-0.060,-,-,-,-0.040,-,100.000,14.400
'6:59:04.456',-0.080,-,-,-,-0.040,-,100.000,14.400
'6:59:04.464',-0.060,-,-,-,-0.040,-,100.000,14.400
'6:59:04.472',-0.040,-,-,-,-0.040,-,100.000,14.400
'6:59:04.480',-0.040,-,-,-,-0.040,-,100.800,14.400
'6:59:04.488',-0.040,-,-,-,-0.020,-,100.000,14.400
'6:59:04.496',-0.040,-,-,-,-0.020,-,100.000,14.400
'6:59:04.504',0.000,-,-,-,0.000,-,99.200,14.400
'6:59:04.512',0.020,-,-,-,0.000,-,98.400,14.400
'6:59:04.520',0.040,-,-,-,0.000,-,96.800,14.400
'6:59:04.528',0.020,-,-,-,0.000,-,96.000,14.400
'6:59:04.536',0.000,-,-,-,0.000,-,95.200,14.400
'6:59:04.544',0.040,-,-,-,0.000,-,94.400,14.400
'6:59:04.552',0.040,-,-,-,0.020,-,93.600,14.400
'6:59:04.560',0.080,-,-,-,0.040,-,92.800,14.400
'6:59:04.568',0.040,-,-,-,0.020,-,92.000,14.400
'6:59:04.576',0.040,-,-,-,0.020,-,91.200,14.400
'6:59:04.584',0.000,-,-,-,0.000,-,90.400,14.000
'6:59:04.592',0.000,-,-,-,0.000,-,89.600,14.000
'6:59:04.600',-0.020,-,-,-,0.000,-,88.800,14.000
'6:59:04.608',-0.060,-,-,-,-0.040,-,88.000,14.000
'6:59:04.616',-0.100,-,-,-,-0.060,-,87.200,13.600
'6:59:04.624',-0.100,-,-,-,-0.060,-,87.200,13.600
'6:59:04.632',-0.120,-,-,-,-0.080,-,86.400,13.600
'6:59:04.640',-0.120,-,-,-,-0.080,-,85.600,13.600
'6:59:04.648',-0.100,-,-,-,-0.080,-,84.800,13.600
'6:59:04.656',-0.100,-,-,-,-0.060,-,84.800,13.200
'6:59:04.664',-0.100,-,-,-,-0.080,-,84.000,13.200
'6:59:04.672',-0.100,-,-,-,-0.080,-,84.000,12.800
'6:59:04.680',-0.100,-,-,-,-0.080,-,83.200,12.800
'6:59:04.688',-0.120,-,-,-,-0.100,-,82.400,12.400
'6:59:04.696',-0.140,-,-,-,-0.100,-,82.400,12.400
'6:59:04.704',0.000,-,-,-,0.000,-,81.600,12.000
'6:59:04.712',0.300,-,-,-,0.240,-,81.600,11.600
'6:59:04.720',0.560,-,-,-,0.460,-,80.800,11.600
'6:59:04.728',0.180,-,-,-,0.160,-,80.000,11.600
'6:59:04.736',0.000,-,-,-,0.000,-,80.000,11.200
'6:59:04.744',-0.060,-,-,-,-0.040,-,79.200,11.200
'6:59:04.752',-0.100,-,-,-,-0.060,-,79.200,11.200
'6:59:04.760',-0.100,-,-,-,-0.060,-,78.400,12.000
'6:59:04.768',-0.100,-,-,-,-0.080,-,77.600,12.400
'6:59:04.776',-0.100,-,-,-,-0.060,-,77.600,13.200
'6:59:04.784',-0.100,-,-,-,-0.080,-,76.800,13.600
'6:59:04.792',-0.100,-,-,-,-0.060,-,76.000,13.600
'6:59:04.800',-0.100,-,-,-,-0.060,-,76.000,13.600
'6:59:04.808',-0.100,-,-,-,-0.060,-,75.200,14.000
'6:59:04.816',-0.100,-,-,-,-0.060,-,75.200,14.000
'6:59:04.824',-0.120,-,-,-,-0.080,-,75.200,14.800
'6:59:04.832',-0.120,-,-,-,-0.060,-,74.400,15.200
'6:59:04.840',-0.140,-,-,-,-0.060,-,74.400,15.600
'6:59:04.848',-0.140,-,-,-,-0.060,-,74.400,16.800
'6:59:04.856',-0.140,-,-,-,-0.060,-,74.400,17.600
'6:59:04.864',-0.140,-,-,-,-0.060,-,75.200,18.800
'6:59:04.872',-0.100,-,-,-,-0.060,-,77.600,20.000
'6:59:04.880',-0.100,-,-,-,-0.040,-,81.600,20.800
'6:59:04.888',-0.100,-,-,-,-0.040,-,87.200,21.600
'6:59:04.896',-0.060,-,-,-,-0.020,-,93.600,22.400
'6:59:04.904',-0.040,-,-,-,0.000,-,100.000,23.200
'6:59:04.912',0.000,-,-,-,0.000,-,105.600,23.600
'6:59:04.920',0.020,-,-,-,0.020,-,109.600,24.000
'6:59:04.928',0.080,-,-,-,0.040,-,112.000,24.000
'6:59:04.936',0.160,-,-,-,0.080,-,113.600,24.000
'6:59:04.944',0.220,-,-,-,0.120,-,114.400,24.000
'6:59:04.952',0.260,-,-,-,0.120,-,115.200,23.600
'6:59:04.960',0.300,-,-,-,0.160,-,116.000,23.600
'6:59:04.968',0.380,-,-,-,0.180,-,118.400,23.200
'6:59:04.976',0.420,-,-,-,0.200,-,120.000,22.800
'6:59:04.984',0.460,-,-,-,0.220,-,122.400,22.400
'6:59:04.992',0.460,-,-,-,0.220,-,124.000,22.000
'6:59:05.000',0.420,-,-,-,0.180,-,125.600,21.600
'6:59:05.008',0.380,-,-,-,0.140,-,126.400,21.200
'6:59:05.016',0.300,-,-,-,0.120,-,125.600,20.800
'6:59:05.024',0.280,-,-,-,0.080,-,124.800,20.400
'6:59:05.032',0.260,-,-,-,0.080,-,124.000,19.600
'6:59:05.040',0.240,-,-,-,0.060,-,121.600,19.200
'6:59:05.048',0.220,-,-,-,0.040,-,120.000,18.800
'6:59:05.056',0.180,-,-,-,0.040,-,117.600,18.000
'6:59:05.064',0.160,-,-,-,0.040,-,114.400,17.600
'6:59:05.072',0.140,-,-,-,0.020,-,111.200,16.800
'6:59:05.080',0.120,-,-,-,0.000,-,108.000,16.400
'6:59:05.088',0.100,-,-,-,0.000,-,104.000,16.000
'6:59:05.096',0.080,-,-,-,0.000,-,100.800,15.600
'6:59:05.104',0.060,-,-,-,0.000,-,98.400,15.600
'6:59:05.112',0.040,-,-,-,0.000,-,96.800,15.600
'6:59:05.120',0.060,-,-,-,0.000,-,96.000,15.200
'6:59:05.128',0.040,-,-,-,0.000,-,96.000,15.200
'6:59:05.136',0.040,-,-,-,0.000,-,96.800,14.800
'6:59:05.144',0.040,-,-,-,0.000,-,97.600,14.800
'6:59:05.152',0.040,-,-,-,0.000,-,97.600,14.800
'6:59:05.160',0.040,-,-,-,0.000,-,97.600,14.800
'6:59:05.168',0.020,-,-,-,0.000,-,96.800,14.400
'6:59:05.176',0.040,-,-,-,0.000,-,96.000,14.800
'6:59:05.184',0.080,-,-,-,0.020,-,95.200,14.800
'6:59:05.192',0.080,-,-,-,0.020,-,93.600,14.800
'6:59:05.200',0.020,-,-,-,0.000,-,92.800,14.800
'6:59:05.208',-0.220,-,-,-,-0.100,-,92.000,14.800
'6:59:05.216',-0.660,-,-,-,-0.220,-,91.200,14.800
'6:59:05.224',-0.700,-,-,-,-0.240,-,90.400,14.800
'6:59:05.232',0.000,-,-,-,0.020,-,89.600,14.800
'6:59:05.240',0.160,-,-,-,0.060,-,88.800,15.200
'6:59:05.248',0.260,-,-,-,0.080,-,88.800,15.200
'6:59:05.256',0.260,-,-,-,0.080,-,88.800,15.600
'6:59:05.264',0.300,-,-,-,0.080,-,88.000,15.600
'6:59:05.272',0.280,-,-,-,0.080,-,87.200,15.600
'6:59:05.280',0.220,-,-,-,0.040,-,86.400,15.200
'6:59:05.288',0.160,-,-,-,0.020,-,85.600,14.800
'6:59:05.296',0.120,-,-,-,0.000,-,84.800,14.800
'6:59:05.304',0.060,-,-,-,0.000,-,84.000,14.800
'6:59:05.312',0.000,-,-,-,-0.040,-,84.000,15.200
'6:59:05.320',-0.040,-,-,-,-0.040,-,83.200,14.800
'6:59:05.328',-0.080,-,-,-,-0.060,-,82.400,14.800
'6:59:05.336',-0.100,-,-,-,-0.060,-,81.600,14.400
'6:59:05.344',-0.100,-,-,-,-0.080,-,81.600,14.000
'6:59:05.352',-0.120,-,-,-,-0.060,-,80.800,13.200
'6:59:05.360',-0.140,-,-,-,-0.080,-,80.800,12.800
'6:59:05.368',-0.160,-,-,-,-0.100,-,80.000,12.800
'6:59:05.376',-0.100,-,-,-,-0.080,-,80.000,12.400
'6:59:05.384',0.120,-,-,-,0.080,-,79.200,12.000
'6:59:05.392',0.500,-,-,-,0.420,-,79.200,12.000
'6:59:05.400',0.520,-,-,-,0.420,-,78.400,11.600
'6:59:05.408',0.120,-,-,-,0.060,-,78.400,10.800
'6:59:05.416',0.040,-,-,-,0.000,-,77.600,10.800
'6:59:05.424',0.020,-,-,-,0.000,-,77.600,10.400
'6:59:05.432',0.000,-,-,-,-0.020,-,76.800,10.400
'6:59:05.440',0.000,-,-,-,-0.040,-,76.800,11.200
'6:59:05.448',-0.040,-,-,-,-0.040,-,76.000,12.000
'6:59:05.456',-0.140,-,-,-,-0.080,-,76.000,12.400
'6:59:05.464',-0.180,-,-,-,-0.100,-,75.200,12.800
'6:59:05.472',-0.260,-,-,-,-0.100,-,75.200,13.200
'6:59:05.480',-0.280,-,-,-,-0.140,-,74.400,13.200
'6:59:05.488',-0.420,-,-,-,-0.180,-,73.600,14.000
'6:59:05.496',-0.640,-,-,-,-0.240,-,73.600,14.400
'6:59:05.504',-0.540,-,-,-,-0.200,-,72.800,15.200
'6:59:05.512',-0.400,-,-,-,-0.140,-,72.800,16.000
'6:59:05.520',-0.260,-,-,-,-0.100,-,72.000,16.800
'6:59:05.528',-0.200,-,-,-,-0.080,-,72.000,17.600
'6:59:05.536',-0.220,-,-,-,-0.100,-,72.800,18.800
'6:59:05.544',-0.300,-,-,-,-0.120,-,74.400,20.000
'6:59:05.552',-0.140,-,-,-,-0.060,-,77.600,21.200
'6:59:05.560',0.080,-,-,-,0.000,-,82.400,22.000
'6:59:05.568',0.120,-,-,-,0.040,-,88.800,22.800
'6:59:05.576',-0.140,-,-,-,-0.040,-,95.200,23.600
'6:59:05.584',-0.320,-,-,-,-0.100,-,101.600,24.000
'6:59:05.592',-0.400,-,-,-,-0.120,-,106.400,24.400
'6:59:05.600',-0.160,-,-,-,-0.020,-,110.400,24.400
'6:59:05.608',0.040,-,-,-,0.040,-,112.000,24.800
'6:59:05.616',0.080,-,-,-,0.060,-,112.800,24.800
'6:59:05.624',-0.020,-,-,-,0.040,-,113.600,24.800
'6:59:05.632',-0.100,-,-,-,0.000,-,114.400,24.800
'6:59:05.640',-0.160,-,-,-,0.040,-,116.000,24.400
'6:59:05.648',-0.040,-,-,-,0.040,-,117.600,24.000
'6:59:05.656',-0.260,-,-,-,-0.020,-,119.200,23.600
'6:59:05.664',-0.660,-,-,-,-0.160,-,121.600,23.200
'6:59:05.672',-0.760,-,-,-,-0.200,-,122.400,22.800
'6:59:05.680',-0.780,-,-,-,-0.180,-,123.200,22.400
'6:59:05.688',-0.540,-,-,-,-0.160,-,123.200,22.000
'6:59:05.696',-0.380,-,-,-,-0.120,-,123.200,21.600
'6:59:05.704',-0.100,-,-,-,-0.040,-,121.600,21.200
'6:59:05.712',0.220,-,-,-,0.060,-,120.800,20.400
'6:59:05.720',0.300,-,-,-,0.080,-,119.200,20.000
'6:59:05.728',0.200,-,-,-,0.040,-,116.800,19.600
'6:59:05.736',0.080,-,-,-,0.000,-,114.400,18.800
'6:59:05.744',0.020,-,-,-,0.000,-,111.200,18.400
'6:59:05.752',-0.020,-,-,-,-0.040,-,108.000,17.600
'6:59:05.760',-0.040,-,-,-,-0.040,-,104.800,17.200
'6:59:05.768',-0.060,-,-,-,-0.040,-,100.800,16.800
'6:59:05.776',-0.080,-,-,-,-0.060,-,97.600,16.400
'6:59:05.784',-0.100,-,-,-,-0.060,-,95.200,15.600
'6:59:05.792',-0.080,-,-,-,-0.060,-,94.400,15.200
'6:59:05.800',-0.080,-,-,-,-0.040,-,93.600,14.800
'6:59:05.808',-0.080,-,-,-,-0.060,-,94.400,14.400
'6:59:05.816',-0.080,-,-,-,-0.040,-,95.200,14.400
'6:59:05.824',-0.080,-,-,-,-0.040,-,96.000,14.000
'6:59:05.832',-0.060,-,-,-,-0.040,-,96.000,14.000
'6:59:05.840',-0.040,-,-,-,-0.040,-,96.000,14.000
'6:59:05.848',0.000,-,-,-,-0.020,-,96.000,14.400
'6:59:05.856',0.040,-,-,-,0.000,-,95.200,14.400
'6:59:05.864',0.080,-,-,-,0.000,-,94.400,14.800
'6:59:05.872',0.080,-,-,-,0.020,-,92.800,15.200
'6:59:05.880',0.080,-,-,-,0.000,-,92.000,15.200
'6:59:05.888',0.080,-,-,-,0.000,-,91.200,15.600
'6:59:05.896',0.080,-,-,-,0.020,-,89.600,16.000
'6:59:05.904',0.140,-,-,-,0.040,-,88.800,16.000
'6:59:05.912',0.160,-,-,-,0.040,-,88.000,16.000
'6:59:05.920',0.120,-,-,-,0.040,-,88.000,16.000
'6:59:05.928',0.140,-,-,-,0.020,-,87.200,16.000
'6:59:05.936',0.120,-,-,-,0.020,-,86.400,16.000
'6:59:05.944',0.080,-,-,-,0.000,-,85.600,15.600
'6:59:05.952',0.080,-,-,-,0.020,-,84.800,15.200
'6:59:05.960',0.040,-,-,-,0.000,-,84.000,15.200
'6:59:05.968',0.040,-,-,-,-0.020,-,84.000,15.200
'6:59:05.976',0.040,-,-,-,-0.020,-,83.200,14.800
'6:59:05.984',0.040,-,-,-,-0.020,-,82.400,14.800
'6:59:05.992',0.040,-,-,-,-0.020,-,81.600,14.800
'6:59:06.000',0.040,-,-,-,-0.020,-,81.600,14.400
'6:59:06.008',0.040,-,-,-,0.000,-,80.800,14.400
'6:59:06.016',0.040,-,-,-,0.000,-,80.800,14.000
'6:59:06.024',0.060,-,-,-,0.000,-,80.000,13.600
'6:59:06.032',0.060,-,-,-,0.000,-,80.000,13.200
'6:59:06.040',0.060,-,-,-,-0.020,-,79.200,12.800
'6:59:06.048',0.120,-,-,-,0.000,-,79.200,12.400
'6:59:06.056',0.300,-,-,-,0.120,-,78.400,12.400
'6:59:06.064',0.640,-,-,-,0.420,-,77.600,12.000
'6:59:06.072',0.720,-,-,-,0.500,-,77.600,12.000
'6:59:06.080',0.280,-,-,-,0.140,-,76.800,11.600
'6:59:06.088',0.140,-,-,-,0.020,-,76.000,11.600
'6:59:06.096',0.040,-,-,-,0.000,-,76.000,11.600
'6:59:06.104',-0.020,-,-,-,-0.040,-,75.200,12.000
'6:59:06.112',-0.080,-,-,-,-0.060,-,74.400,12.400
'6:59:06.120',-0.140,-,-,-,-0.080,-,74.400,12.800
'6:59:06.128',-0.160,-,-,-,-0.080,-,74.400,13.200
'6:59:06.136',-0.140,-,-,-,-0.100,-,73.600,13.600
'6:59:06.144',-0.140,-,-,-,-0.080,-,73.600,13.600
'6:59:06.152',-0.120,-,-,-,-0.060,-,73.600,14.000
'6:59:06.160',-0.100,-,-,-,-0.060,-,73.600,14.400
'6:59:06.168',-0.040,-,-,-,-0.040,-,72.800,14.800
'6:59:06.176',-0.040,-,-,-,-0.040,-,72.800,15.600
'6:59:06.184',-0.020,-,-,-,-0.020,-,72.000,16.400
'6:59:06.192',0.000,-,-,-,-0.020,-,72.000,17.200
'6:59:06.200',-0.060,-,-,-,-0.040,-,72.000,18.400
'6:59:06.208',-0.140,-,-,-,-0.060,-,72.800,19.600
'6:59:06.216',-0.160,-,-,-,-0.060,-,74.400,20.800
'6:59:06.224',-0.100,-,-,-,-0.040,-,76.800,21.600
'6:59:06.232',-0.080,-,-,-,-0.040,-,81.600,22.800
'6:59:06.240',-0.040,-,-,-,0.000,-,88.000,23.600
'6:59:06.248',0.000,-,-,-,0.000,-,94.400,24.000
'6:59:06.256',0.020,-,-,-,0.000,-,100.800,24.800
'6:59:06.264',0.020,-,-,-,0.020,-,105.600,25.200
'6:59:06.272',0.040,-,-,-,0.040,-,109.600,25.200
'6:59:06.280',0.060,-,-,-,0.040,-,111.200,25.600
'6:59:06.288',0.080,-,-,-,0.060,-,112.000,25.600
'6:59:06.296',0.080,-,-,-,0.080,-,112.800,25.200
'6:59:06.304',0.080,-,-,-,0.080,-,113.600,25.200
'6:59:06.312',0.120,-,-,-,0.100,-,114.400,24.800
'6:59:06.320',0.120,-,-,-,0.120,-,116.800,24.400
'6:59:06.328',0.140,-,-,-,0.120,-,118.400,24.400
'6:59:06.336',0.160,-,-,-,0.120,-,120.800,24.000
'6:59:06.344',0.140,-,-,-,0.100,-,122.400,23.600
'6:59:06.352',0.280,-,-,-,0.120,-,123.200,23.200
'6:59:06.360',0.300,-,-,-,0.100,-,124.000,22.400
'6:59:06.368',0.080,-,-,-,0.020,-,123.200,22.000
'6:59:06.376',-0.140,-,-,-,-0.040,-,123.200,21.600
'6:59:06.384',-0.320,-,-,-,-0.120,-,121.600,21.200
'6:59:06.392',-0.440,-,-,-,-0.180,-,120.000,20.400
'6:59:06.400',-0.540,-,-,-,-0.200,-,117.600,20.000
'6:59:06.408',-0.620,-,-,-,-0.220,-,115.200,19.200
'6:59:06.416',-0.640,-,-,-,-0.240,-,112.800,18.800
'6:59:06.424',-0.620,-,-,-,-0.240,-,109.600,18.000
'6:59:06.432',-0.600,-,-,-,-0.220,-,106.400,17.600
'6:59:06.440',-0.560,-,-,-,-0.200,-,102.400,17.200
'6:59:06.448',-0.480,-,-,-,-0.180,-,99.200,16.800
'6:59:06.456',-0.440,-,-,-,-0.180,-,96.000,16.400
'6:59:06.464',-0.380,-,-,-,-0.140,-,93.600,16.000
'6:59:06.472',-0.320,-,-,-,-0.140,-,92.800,15.600
'6:59:06.480',-0.300,-,-,-,-0.140,-,92.800,15.200
'6:59:06.488',-0.280,-,-,-,-0.120,-,93.600,15.200
'6:59:06.496',-0.260,-,-,-,-0.100,-,94.400,14.800
'6:59:06.504',-0.240,-,-,-,-0.100,-,95.200,14.800
'6:59:06.512',-0.180,-,-,-,-0.100,-,96.000,14.800
'6:59:06.520',-0.140,-,-,-,-0.060,-,95.200,15.200
'6:59:06.528',-0.100,-,-,-,-0.040,-,95.200,15.200
'6:59:06.536',-0.060,-,-,-,-0.040,-,94.400,15.600
'6:59:06.544',-0.060,-,-,-,-0.020,-,92.800,16.000
'6:59:06.552',-0.100,-,-,-,-0.040,-,92.000,16.000
'6:59:06.560',-0.120,-,-,-,-0.040,-,90.400,16.400
'6:59:06.568',-0.080,-,-,-,-0.040,-,89.600,16.400
'6:59:06.576',-0.020,-,-,-,0.000,-,88.800,16.800
'6:59:06.584',0.020,-,-,-,0.000,-,88.000,16.800
'6:59:06.592',0.060,-,-,-,0.000,-,87.200,16.400
'6:59:06.600',0.100,-,-,-,0.020,-,86.400,16.400
'6:59:06.608',0.160,-,-,-,0.040,-,86.400,16.000
'6:59:06.616',0.180,-,-,-,0.040,-,85.600,15.600
'6:59:06.624',0.200,-,-,-,0.040,-,84.800,15.200
'6:59:06.632',0.120,-,-,-,0.000,-,84.000,14.800
'6:59:06.640',0.040,-,-,-,0.000,-,83.200,14.800
'6:59:06.648',-0.020,-,-,-,-0.040,-,82.400,14.400
'6:59:06.656',-0.040,-,-,-,-0.040,-,82.400,14.400
'6:59:06.664',-0.080,-,-,-,-0.060,-,81.600,14.400
'6:59:06.672',-0.080,-,-,-,-0.060,-,80.800,14.000
'6:59:06.680',-0.080,-,-,-,-0.060,-,80.800,14.000
'6:59:06.688',-0.080,-,-,-,-0.060,-,80.000,13.600
'6:59:06.696',-0.060,-,-,-,-0.040,-,79.200,13.600
'6:59:06.704',-0.040,-,-,-,-0.040,-,79.200,13.200
'6:59:06.712',-0.040,-,-,-,-0.060,-,78.400,12.800
'6:59:06.720',0.020,-,-,-,-0.040,-,78.400,12.800
'6:59:06.728',0.200,-,-,-,0.060,-,77.600,12.400
'6:59:06.736',0.540,-,-,-,0.340,-,77.600,12.400
'6:59:06.744',0.660,-,-,-,0.480,-,76.800,12.000
'6:59:06.752',0.260,-,-,-,0.140,-,76.800,12.000
'6:59:06.760',0.120,-,-,-,0.040,-,76.000,12.000
'6:59:06.768',0.080,-,-,-,0.000,-,75.200,12.000
'6:59:06.776',0.040,-,-,-,0.000,-,75.200,12.400
'6:59:06.784',0.080,-,-,-,0.000,-,74.400,12.800
'6:59:06.792',0.120,-,-,-,0.000,-,73.600,13.200
'6:59:06.800',0.040,-,-,-,0.000,-,73.600,13.600
'6:59:06.808',0.000,-,-,-,-0.040,-,72.800,14.000
'6:59:06.816',-0.220,-,-,-,-0.100,-,72.800,14.000
'6:59:06.824',0.080,-,-,-,0.000,-,72.800,14.000
'6:59:06.832',-0.040,-,-,-,-0.040,-,72.000,14.400
'6:59:06.840',-0.220,-,-,-,-0.100,-,72.000,14.800
'6:59:06.848',-0.300,-,-,-,-0.140,-,72.000,15.200
'6:59:06.856',-0.260,-,-,-,-0.100,-,72.000,16.000
'6:59:06.864',-0.260,-,-,-,-0.100,-,72.000,16.800
'6:59:06.872',-0.280,-,-,-,-0.120,-,72.000,17.600
'6:59:06.880',-0.320,-,-,-,-0.120,-,72.800,18.800
'6:59:06.888',-0.320,-,-,-,-0.100,-,74.400,20.000
'6:59:06.896',-0.300,-,-,-,-0.120,-,76.800,21.200
'6:59:06.904',-0.240,-,-,-,-0.100,-,80.800,22.400
'6:59:06.912',-0.180,-,-,-,-0.060,-,86.400,23.200
'6:59:06.920',-0.140,-,-,-,-0.040,-,92.800,24.000
'6:59:06.928',-0.100,-,-,-,-0.040,-,99.200,24.400
'6:59:06.936',-0.060,-,-,-,0.000,-,104.000,25.200
'6:59:06.944',-0.020,-,-,-,0.000,-,108.000,26.000
'6:59:06.952',0.020,-,-,-,0.040,-,110.400,26.800
'6:59:06.960',0.080,-,-,-,0.060,-,111.200,27.600
'6:59:06.968',0.120,-,-,-,0.080,-,112.800,28.000
