'Elapsed time','II','III','AVL','AVF','V','MCL1','ABP','PAP'
'7:02:40.672',-0.060,-,-,-,0.000,-,75.200,17.600
'7:02:40.680',-0.040,-,-,-,0.000,-,76.800,18.400
'7:02:40.688',-0.040,-,-,-,0.000,-,78.400,19.200
'7:02:40.696',-0.040,-,-,-,0.020,-,82.400,20.000
'7:02:40.704',-0.020,-,-,-,0.040,-,88.000,20.800
'7:02:40.712',-0.020,-,-,-,0.040,-,94.400,21.600
'7:02:40.720',0.000,-,-,-,0.040,-,100.800,22.000
'7:02:40.728',0.000,-,-,-,0.060,-,106.400,22.400
'7:02:40.736',0.040,-,-,-,0.080,-,111.200,22.400
'7:02:40.744',0.040,-,-,-,0.060,-,113.600,22.800
'7:02:40.752',0.080,-,-,-,0.100,-,115.200,22.400
'7:02:40.760',0.120,-,-,-,0.120,-,116.000,22.400
'7:02:40.768',0.140,-,-,-,0.140,-,116.800,22.400
'7:02:40.776',0.160,-,-,-,0.160,-,118.400,22.400
'7:02:40.784',0.180,-,-,-,0.160,-,120.800,22.000
'7:02:40.792',0.200,-,-,-,0.180,-,123.200,21.600
'7:02:40.800',0.200,-,-,-,0.180,-,125.600,21.600
'7:02:40.808',0.160,-,-,-,0.160,-,127.200,21.200
'7:02:40.816',0.140,-,-,-,0.140,-,128.800,20.800
'7:02:40.824',0.080,-,-,-,0.100,-,128.800,20.400
'7:02:40.832',0.040,-,-,-,0.080,-,128.800,20.000
'7:02:40.840',0.000,-,-,-,0.040,-,128.000,19.600
'7:02:40.848',-0.020,-,-,-,0.020,-,127.200,18.800
'7:02:40.856',-0.040,-,-,-,0.000,-,125.600,18.400
'7:02:40.864',-0.060,-,-,-,0.000,-,123.200,18.000
'7:02:40.872',-0.060,-,-,-,0.000,-,121.600,17.200
'7:02:40.880',-0.080,-,-,-,0.000,-,118.400,16.800
'7:02:40.888',-0.080,-,-,-,-0.020,-,115.200,16.400
'7:02:40.896',-0.100,-,-,-,0.000,-,112.000,16.000
'7:02:40.904',-0.080,-,-,-,0.000,-,108.000,15.600
'7:02:40.912',-0.080,-,-,-,0.000,-,104.800,15.200
'7:02:40.920',-0.080,-,-,-,0.000,-,101.600,15.200
'7:02:40.928',-0.100,-,-,-,0.000,-,99.200,14.800
'7:02:40.936',-0.080,-,-,-,0.000,-,97.600,14.800
'7:02:40.944',-0.080,-,-,-,0.000,-,97.600,14.400
'7:02:40.952',-0.080,-,-,-,0.000,-,97.600,14.400
'7:02:40.960',-0.080,-,-,-,0.000,-,98.400,14.000
'7:02:40.968',-0.060,-,-,-,0.000,-,99.200,14.000
'7:02:40.976',-0.080,-,-,-,0.000,-,99.200,14.000
'7:02:40.984',-0.060,-,-,-,0.000,-,99.200,14.000
'7:02:40.992',-0.060,-,-,-,0.000,-,98.400,14.000
'7:02:41.000',-0.040,-,-,-,0.000,-,96.800,14.000
'7:02:41.008',0.000,-,-,-,0.020,-,96.000,14.000
'7:02:41.016',0.000,-,-,-,0.040,-,95.200,14.000
'7:02:41.024',0.000,-,-,-,0.040,-,93.600,14.000
'7:02:41.032',0.000,-,-,-,0.020,-,92.800,14.000
'7:02:41.040',0.000,-,-,-,0.040,-,92.000,14.000
'7:02:41.048',0.000,-,-,-,0.040,-,92.000,14.000
'7:02:41.056',0.040,-,-,-,0.060,-,91.200,14.000
'7:02:41.064',0.020,-,-,-,0.040,-,90.400,14.000
'7:02:41.072',0.040,-,-,-,0.040,-,89.600,13.600
'7:02:41.080',0.000,-,-,-,0.040,-,88.800,13.600
'7:02:41.088',-0.020,-,-,-,0.020,-,88.000,13.600
'7:02:41.096',-0.040,-,-,-,0.020,-,88.000,13.200
'7:02:41.104',-0.060,-,-,-,0.000,-,87.200,13.200
'7:02:41.112',-0.100,-,-,-,-0.020,-,86.400,13.200
'7:02:41.120',-0.120,-,-,-,-0.040,-,85.600,12.800
'7:02:41.128',-0.120,-,-,-,-0.040,-,84.800,12.800
'7:02:41.136',-0.140,-,-,-,-0.020,-,84.800,12.800
'7:02:41.144',-0.120,-,-,-,-0.040,-,84.000,12.400
'7:02:41.152',-0.120,-,-,-,-0.020,-,83.200,12.400
'7:02:41.160',-0.100,-,-,-,-0.040,-,83.200,12.400
'7:02:41.168',-0.100,-,-,-,-0.020,-,82.400,12.000
'7:02:41.176',-0.140,-,-,-,-0.040,-,81.600,12.000
'7:02:41.184',-0.120,-,-,-,-0.020,-,81.600,11.600
'7:02:41.192',-0.140,-,-,-,-0.040,-,80.800,11.600
'7:02:41.200',-0.020,-,-,-,0.000,-,80.800,11.600
'7:02:41.208',0.220,-,-,-,0.200,-,80.000,11.200
'7:02:41.216',0.520,-,-,-,0.480,-,79.200,11.200
'7:02:41.224',0.220,-,-,-,0.240,-,79.200,11.200
'7:02:41.232',0.020,-,-,-,0.060,-,78.400,11.200
'7:02:41.240',-0.040,-,-,-,0.000,-,78.400,11.200
'7:02:41.248',-0.080,-,-,-,0.000,-,77.600,11.200
'7:02:41.256',-0.100,-,-,-,-0.020,-,76.800,11.200
'7:02:41.264',-0.100,-,-,-,-0.020,-,76.800,11.600
'7:02:41.272',-0.100,-,-,-,-0.020,-,76.000,11.600
'7:02:41.280',-0.100,-,-,-,-0.020,-,75.200,12.000
'7:02:41.288',-0.100,-,-,-,-0.020,-,75.200,12.000
'7:02:41.296',-0.100,-,-,-,0.000,-,74.400,12.400
'7:02:41.304',-0.100,-,-,-,-0.020,-,74.400,12.800
'7:02:41.312',-0.080,-,-,-,0.000,-,74.400,13.600
'7:02:41.320',-0.080,-,-,-,0.000,-,73.600,14.400
'7:02:41.328',-0.060,-,-,-,0.000,-,73.600,15.200
'7:02:41.336',-0.060,-,-,-,0.000,-,73.600,16.000
'7:02:41.344',-0.040,-,-,-,0.000,-,72.800,17.200
'7:02:41.352',-0.040,-,-,-,0.000,-,73.600,18.000
'7:02:41.360',-0.040,-,-,-,0.020,-,73.600,19.200
'7:02:41.368',-0.040,-,-,-,0.020,-,76.000,20.000
'7:02:41.376',-0.020,-,-,-,0.020,-,79.200,20.800
'7:02:41.384',0.000,-,-,-,0.040,-,84.000,21.600
'7:02:41.392',0.000,-,-,-,0.040,-,89.600,22.000
'7:02:41.400',0.000,-,-,-,0.040,-,96.000,22.800
'7:02:41.408',0.040,-,-,-,0.060,-,102.400,23.200
'7:02:41.416',0.040,-,-,-,0.080,-,106.400,23.200
'7:02:41.424',0.080,-,-,-,0.080,-,109.600,23.200
'7:02:41.432',0.100,-,-,-,0.120,-,111.200,23.200
'7:02:41.440',0.120,-,-,-,0.120,-,111.200,23.200
'7:02:41.448',0.160,-,-,-,0.160,-,112.000,23.200
'7:02:41.456',0.180,-,-,-,0.160,-,112.800,23.200
'7:02:41.464',0.200,-,-,-,0.180,-,114.400,23.200
'7:02:41.472',0.200,-,-,-,0.180,-,116.000,22.800
'7:02:41.480',0.220,-,-,-,0.180,-,118.400,22.800
'7:02:41.488',0.180,-,-,-,0.160,-,120.800,22.400
'7:02:41.496',0.140,-,-,-,0.140,-,121.600,22.400
'7:02:41.504',0.080,-,-,-,0.100,-,122.400,22.000
'7:02:41.512',0.040,-,-,-,0.080,-,121.600,21.600
'7:02:41.520',0.000,-,-,-,0.040,-,120.800,21.200
'7:02:41.528',-0.020,-,-,-,0.020,-,119.200,20.400
'7:02:41.536',-0.040,-,-,-,0.000,-,117.600,19.600
'7:02:41.544',-0.060,-,-,-,0.000,-,115.200,19.200
'7:02:41.552',-0.060,-,-,-,0.000,-,112.800,18.800
'7:02:41.560',-0.080,-,-,-,0.000,-,109.600,18.000
'7:02:41.568',-0.100,-,-,-,0.000,-,106.400,17.600
'7:02:41.576',-0.080,-,-,-,0.000,-,103.200,16.800
'7:02:41.584',-0.080,-,-,-,0.000,-,100.000,16.400
'7:02:41.592',-0.100,-,-,-,0.000,-,97.600,16.000
'7:02:41.600',-0.080,-,-,-,0.000,-,95.200,16.000
'7:02:41.608',-0.080,-,-,-,0.000,-,94.400,16.000
'7:02:41.616',-0.080,-,-,-,0.000,-,94.400,16.000
'7:02:41.624',-0.080,-,-,-,0.000,-,95.200,15.600
'7:02:41.632',-0.060,-,-,-,0.000,-,96.000,15.200
'7:02:41.640',-0.060,-,-,-,0.000,-,96.800,14.800
'7:02:41.648',-0.080,-,-,-,0.000,-,96.800,14.800
'7:02:41.656',-0.060,-,-,-,0.000,-,96.000,14.400
'7:02:41.664',-0.060,-,-,-,0.000,-,95.200,14.400
'7:02:41.672',-0.040,-,-,-,0.000,-,93.600,14.400
'7:02:41.680',-0.020,-,-,-,0.020,-,92.800,14.400
'7:02:41.688',0.000,-,-,-,0.040,-,92.000,14.400
'7:02:41.696',0.000,-,-,-,0.040,-,90.400,14.400
'7:02:41.704',-0.020,-,-,-,0.040,-,89.600,14.400
'7:02:41.712',0.000,-,-,-,0.040,-,88.800,14.400
'7:02:41.720',0.000,-,-,-,0.040,-,88.800,14.400
'7:02:41.728',0.040,-,-,-,0.060,-,88.000,14.400
'7:02:41.736',0.040,-,-,-,0.080,-,88.000,14.400
'7:02:41.744',0.020,-,-,-,0.040,-,87.200,14.400
'7:02:41.752',0.000,-,-,-,0.060,-,86.400,14.400
'7:02:41.760',0.000,-,-,-,0.040,-,86.400,14.400
'7:02:41.768',-0.020,-,-,-,0.020,-,85.600,14.000
'7:02:41.776',-0.040,-,-,-,0.000,-,84.800,14.000
'7:02:41.784',-0.100,-,-,-,-0.020,-,84.000,14.000
'7:02:41.792',-0.120,-,-,-,-0.020,-,83.200,13.600
'7:02:41.800',-0.140,-,-,-,-0.020,-,83.200,13.600
'7:02:41.808',-0.140,-,-,-,-0.040,-,82.400,13.200
'7:02:41.816',-0.140,-,-,-,-0.020,-,81.600,13.200
'7:02:41.824',-0.120,-,-,-,-0.020,-,80.800,13.200
'7:02:41.832',-0.140,-,-,-,-0.020,-,80.800,13.200
'7:02:41.840',-0.120,-,-,-,-0.020,-,80.000,12.800
'7:02:41.848',-0.120,-,-,-,-0.020,-,80.000,12.800
'7:02:41.856',-0.140,-,-,-,-0.020,-,79.200,12.400
'7:02:41.864',-0.120,-,-,-,-0.040,-,79.200,12.400
'7:02:41.872',-0.100,-,-,-,-0.040,-,78.400,12.400
'7:02:41.880',0.060,-,-,-,0.060,-,78.400,12.000
'7:02:41.888',0.420,-,-,-,0.380,-,77.600,12.000
'7:02:41.896',0.500,-,-,-,0.460,-,76.800,11.600
'7:02:41.904',0.080,-,-,-,0.120,-,76.800,11.600
'7:02:41.912',-0.020,-,-,-,0.020,-,76.000,11.600
'7:02:41.920',-0.080,-,-,-,0.000,-,76.000,11.600
'7:02:41.928',-0.100,-,-,-,0.000,-,75.200,11.600
'7:02:41.936',-0.100,-,-,-,-0.020,-,74.400,12.000
'7:02:41.944',-0.100,-,-,-,0.000,-,74.400,12.400
'7:02:41.952',-0.100,-,-,-,-0.020,-,73.600,12.400
'7:02:41.960',-0.100,-,-,-,-0.020,-,73.600,12.800
'7:02:41.968',-0.100,-,-,-,-0.020,-,72.800,13.200
'7:02:41.976',-0.100,-,-,-,0.000,-,72.800,13.600
'7:02:41.984',-0.080,-,-,-,0.000,-,72.000,14.000
'7:02:41.992',-0.080,-,-,-,0.000,-,72.000,14.800
'7:02:42.000',-0.080,-,-,-,0.000,-,72.000,15.200
'7:02:42.008',-0.060,-,-,-,0.000,-,72.000,15.600
'7:02:42.016',-0.040,-,-,-,0.000,-,71.200,16.400
'7:02:42.024',-0.040,-,-,-,0.000,-,71.200,17.600
'7:02:42.032',-0.040,-,-,-,0.020,-,72.000,18.800
'7:02:42.040',-0.040,-,-,-,0.000,-,73.600,19.600
'7:02:42.048',-0.020,-,-,-,0.040,-,76.000,20.800
'7:02:42.056',-0.020,-,-,-,0.020,-,80.800,21.600
'7:02:42.064',0.000,-,-,-,0.040,-,86.400,22.400
'7:02:42.072',0.000,-,-,-,0.040,-,93.600,23.200
'7:02:42.080',0.020,-,-,-,0.060,-,100.000,24.000
'7:02:42.088',0.040,-,-,-,0.080,-,104.800,24.000
'7:02:42.096',0.060,-,-,-,0.080,-,108.800,24.400
'7:02:42.104',0.080,-,-,-,0.080,-,110.400,24.400
'7:02:42.112',0.120,-,-,-,0.120,-,110.400,24.800
'7:02:42.120',0.140,-,-,-,0.140,-,111.200,24.400
'7:02:42.128',0.160,-,-,-,0.160,-,111.200,24.400
'7:02:42.136',0.180,-,-,-,0.160,-,112.800,24.400
'7:02:42.144',0.200,-,-,-,0.180,-,114.400,24.000
'7:02:42.152',0.200,-,-,-,0.180,-,116.800,23.600
'7:02:42.160',0.180,-,-,-,0.180,-,119.200,23.600
'7:02:42.168',0.160,-,-,-,0.160,-,120.800,23.200
'7:02:42.176',0.120,-,-,-,0.120,-,121.600,22.800
'7:02:42.184',0.060,-,-,-,0.080,-,122.400,22.400
'7:02:42.192',0.020,-,-,-,0.060,-,121.600,22.000
'7:02:42.200',0.000,-,-,-,0.040,-,120.800,21.200
'7:02:42.208',-0.040,-,-,-,0.020,-,119.200,20.800
'7:02:42.216',-0.040,-,-,-,0.000,-,117.600,20.000
'7:02:42.224',-0.060,-,-,-,0.000,-,115.200,19.600
'7:02:42.232',-0.080,-,-,-,0.000,-,112.800,18.800
'7:02:42.240',-0.080,-,-,-,0.000,-,109.600,18.400
'7:02:42.248',-0.080,-,-,-,0.000,-,106.400,18.000
'7:02:42.256',-0.080,-,-,-,0.000,-,103.200,17.600
'7:02:42.264',-0.100,-,-,-,0.000,-,100.000,17.200
'7:02:42.272',-0.080,-,-,-,0.000,-,96.800,16.800
'7:02:42.280',-0.080,-,-,-,0.000,-,95.200,16.400
'7:02:42.288',-0.080,-,-,-,0.000,-,94.400,16.400
'7:02:42.296',-0.080,-,-,-,0.000,-,94.400,16.000
'7:02:42.304',-0.060,-,-,-,0.000,-,94.400,15.600
'7:02:42.312',-0.080,-,-,-,0.000,-,95.200,15.200
'7:02:42.320',-0.060,-,-,-,0.000,-,96.000,15.200
'7:02:42.328',-0.080,-,-,-,0.000,-,96.000,14.800
'7:02:42.336',-0.060,-,-,-,0.000,-,95.200,14.800
'7:02:42.344',-0.060,-,-,-,0.000,-,94.400,14.800
'7:02:42.352',-0.040,-,-,-,0.000,-,93.600,14.800
'7:02:42.360',0.000,-,-,-,0.020,-,92.000,14.800
'7:02:42.368',0.000,-,-,-,0.040,-,91.200,14.800
'7:02:42.376',0.000,-,-,-,0.040,-,90.400,14.800
'7:02:42.384',-0.020,-,-,-,0.020,-,89.600,15.200
'7:02:42.392',0.000,-,-,-,0.040,-,88.800,15.200
'7:02:42.400',0.000,-,-,-,0.040,-,88.000,15.200
'7:02:42.408',0.040,-,-,-,0.060,-,88.000,15.200
'7:02:42.416',0.020,-,-,-,0.040,-,87.200,15.200
'7:02:42.424',0.020,-,-,-,0.040,-,86.400,15.200
'7:02:42.432',0.000,-,-,-,0.040,-,86.400,14.800
'7:02:42.440',-0.040,-,-,-,0.000,-,85.600,14.800
'7:02:42.448',-0.040,-,-,-,0.000,-,84.800,14.800
'7:02:42.456',-0.080,-,-,-,0.000,-,84.000,14.400
'7:02:42.464',-0.100,-,-,-,-0.040,-,83.200,14.400
'7:02:42.472',-0.140,-,-,-,-0.040,-,82.400,14.400
'7:02:42.480',-0.140,-,-,-,-0.040,-,82.400,14.000
'7:02:42.488',-0.140,-,-,-,-0.040,-,81.600,14.000
'7:02:42.496',-0.140,-,-,-,-0.040,-,80.800,13.600
'7:02:42.504',-0.140,-,-,-,-0.040,-,80.800,13.600
'7:02:42.512',-0.140,-,-,-,-0.020,-,80.000,13.200
'7:02:42.520',-0.140,-,-,-,-0.040,-,80.000,13.200
'7:02:42.528',-0.120,-,-,-,-0.020,-,79.200,13.200
'7:02:42.536',-0.140,-,-,-,-0.040,-,79.200,12.800
'7:02:42.544',-0.140,-,-,-,-0.040,-,78.400,12.800
'7:02:42.552',-0.040,-,-,-,0.000,-,77.600,12.400
'7:02:42.560',0.220,-,-,-,0.200,-,77.600,12.400
'7:02:42.568',0.480,-,-,-,0.460,-,76.800,12.400
'7:02:42.576',0.200,-,-,-,0.240,-,76.800,12.400
'7:02:42.584',0.000,-,-,-,0.040,-,76.000,12.000
'7:02:42.592',-0.060,-,-,-,0.000,-,75.200,12.000
'7:02:42.600',-0.100,-,-,-,0.000,-,75.200,12.000
'7:02:42.608',-0.100,-,-,-,0.000,-,74.400,12.000
'7:02:42.616',-0.100,-,-,-,-0.020,-,73.600,12.000
'7:02:42.624',-0.100,-,-,-,-0.020,-,73.600,12.400
'7:02:42.632',-0.100,-,-,-,-0.020,-,72.800,12.800
'7:02:42.640',-0.100,-,-,-,-0.020,-,72.800,12.800
'7:02:42.648',-0.100,-,-,-,0.000,-,72.000,13.200
'7:02:42.656',-0.100,-,-,-,-0.020,-,72.000,13.600
'7:02:42.664',-0.100,-,-,-,0.000,-,72.000,14.000
'7:02:42.672',-0.080,-,-,-,0.000,-,71.200,14.800
'7:02:42.680',-0.080,-,-,-,0.000,-,71.200,15.600
'7:02:42.688',-0.060,-,-,-,0.000,-,71.200,16.800
'7:02:42.696',-0.060,-,-,-,0.000,-,71.200,17.600
'7:02:42.704',-0.040,-,-,-,0.000,-,71.200,18.800
'7:02:42.712',-0.040,-,-,-,0.020,-,72.000,19.600
'7:02:42.720',-0.040,-,-,-,0.020,-,74.400,20.800
'7:02:42.728',-0.040,-,-,-,0.040,-,78.400,21.600
'7:02:42.736',-0.020,-,-,-,0.040,-,84.000,22.400
'7:02:42.744',0.000,-,-,-,0.040,-,90.400,23.200
'7:02:42.752',0.000,-,-,-,0.040,-,96.800,23.600
'7:02:42.760',0.020,-,-,-,0.060,-,102.400,24.000
'7:02:42.768',0.040,-,-,-,0.080,-,107.200,24.000
'7:02:42.776',0.060,-,-,-,0.080,-,108.800,24.000
'7:02:42.784',0.080,-,-,-,0.120,-,109.600,24.000
'7:02:42.792',0.120,-,-,-,0.120,-,110.400,24.000
'7:02:42.800',0.140,-,-,-,0.160,-,110.400,24.000
'7:02:42.808',0.160,-,-,-,0.160,-,111.200,24.000
'7:02:42.816',0.180,-,-,-,0.160,-,112.800,24.000
'7:02:42.824',0.200,-,-,-,0.180,-,115.200,24.000
'7:02:42.832',0.180,-,-,-,0.180,-,117.600,23.600
'7:02:42.840',0.160,-,-,-,0.160,-,120.000,23.600
'7:02:42.848',0.120,-,-,-,0.140,-,121.600,23.200
'7:02:42.856',0.080,-,-,-,0.100,-,122.400,22.800
'7:02:42.864',0.040,-,-,-,0.080,-,122.400,22.400
'7:02:42.872',0.000,-,-,-,0.040,-,121.600,22.000
'7:02:42.880',-0.040,-,-,-,0.020,-,120.000,21.600
'7:02:42.888',-0.040,-,-,-,0.000,-,119.200,21.200
'7:02:42.896',-0.080,-,-,-,0.000,-,116.800,20.400
'7:02:42.904',-0.080,-,-,-,0.000,-,114.400,19.600
'7:02:42.912',-0.100,-,-,-,0.000,-,112.000,19.200
'7:02:42.920',-0.100,-,-,-,0.000,-,108.800,18.400
'7:02:42.928',-0.100,-,-,-,0.000,-,105.600,17.600
'7:02:42.936',-0.100,-,-,-,0.000,-,102.400,17.200
'7:02:42.944',-0.100,-,-,-,0.000,-,99.200,16.800
'7:02:42.952',-0.100,-,-,-,0.000,-,96.000,16.800
'7:02:42.960',-0.100,-,-,-,0.000,-,93.600,16.400
'7:02:42.968',-0.100,-,-,-,0.000,-,92.800,16.400
'7:02:42.976',-0.100,-,-,-,0.000,-,92.800,16.400
'7:02:42.984',-0.080,-,-,-,0.000,-,93.600,16.000
'7:02:42.992',-0.100,-,-,-,0.000,-,94.400,15.600
'7:02:43.000',-0.100,-,-,-,0.000,-,95.200,15.200
'7:02:43.008',-0.080,-,-,-,0.000,-,95.200,15.200
'7:02:43.016',-0.100,-,-,-,0.000,-,94.400,14.800
'7:02:43.024',-0.040,-,-,-,0.000,-,93.600,14.800
'7:02:43.032',-0.040,-,-,-,0.000,-,92.000,14.800
'7:02:43.040',-0.020,-,-,-,0.040,-,91.200,14.800
'7:02:43.048',0.000,-,-,-,0.040,-,89.600,14.800
'7:02:43.056',-0.040,-,-,-,0.020,-,88.800,14.800
'7:02:43.064',-0.020,-,-,-,0.040,-,88.000,14.800
'7:02:43.072',0.000,-,-,-,0.040,-,88.000,14.800
'7:02:43.080',0.020,-,-,-,0.040,-,87.200,15.200
'7:02:43.088',0.040,-,-,-,0.060,-,87.200,15.200
'7:02:43.096',0.000,-,-,-,0.040,-,86.400,15.200
'7:02:43.104',0.020,-,-,-,0.020,-,85.600,15.200
'7:02:43.112',-0.020,-,-,-,0.040,-,84.800,14.800
'7:02:43.120',-0.040,-,-,-,0.000,-,84.800,14.800
'7:02:43.128',-0.080,-,-,-,0.000,-,84.000,14.800
'7:02:43.136',-0.120,-,-,-,-0.020,-,83.200,14.800
'7:02:43.144',-0.140,-,-,-,-0.020,-,82.400,14.400
'7:02:43.152',-0.140,-,-,-,-0.040,-,82.400,14.400
'7:02:43.160',-0.140,-,-,-,-0.040,-,81.600,14.400
'7:02:43.168',-0.140,-,-,-,-0.040,-,80.800,14.000
'7:02:43.176',-0.140,-,-,-,-0.020,-,80.000,14.000
'7:02:43.184',-0.140,-,-,-,-0.040,-,80.000,14.000
'7:02:43.192',-0.140,-,-,-,-0.020,-,79.200,13.600
'7:02:43.200',-0.140,-,-,-,-0.020,-,79.200,13.200
'7:02:43.208',-0.140,-,-,-,-0.040,-,78.400,13.200
'7:02:43.216',-0.140,-,-,-,-0.040,-,77.600,13.200
'7:02:43.224',-0.100,-,-,-,-0.020,-,77.600,12.800
'7:02:43.232',0.060,-,-,-,0.080,-,76.800,12.800
'7:02:43.240',0.420,-,-,-,0.380,-,76.800,12.400
'7:02:43.248',0.480,-,-,-,0.460,-,76.000,12.400
'7:02:43.256',0.060,-,-,-,0.120,-,75.200,12.400
'7:02:43.264',-0.040,-,-,-,0.020,-,75.200,12.000
'7:02:43.272',-0.100,-,-,-,0.000,-,74.400,12.000
'7:02:43.280',-0.100,-,-,-,0.000,-,74.400,12.000
'7:02:43.288',-0.140,-,-,-,-0.020,-,73.600,12.400
'7:02:43.296',-0.140,-,-,-,-0.020,-,72.800,12.800
'7:02:43.304',-0.140,-,-,-,-0.020,-,72.800,12.800
'7:02:43.312',-0.120,-,-,-,-0.020,-,72.000,13.200
'7:02:43.320',-0.100,-,-,-,-0.020,-,72.000,13.600
'7:02:43.328',-0.100,-,-,-,0.000,-,71.200,14.000
'7:02:43.336',-0.100,-,-,-,-0.020,-,71.200,14.800
'7:02:43.344',-0.100,-,-,-,0.000,-,71.200,15.200
'7:02:43.352',-0.100,-,-,-,-0.020,-,70.400,15.600
'7:02:43.360',-0.080,-,-,-,0.000,-,70.400,16.400
'7:02:43.368',-0.100,-,-,-,0.000,-,70.400,16.800
'7:02:43.376',-0.060,-,-,-,0.000,-,70.400,18.000
'7:02:43.384',-0.060,-,-,-,0.000,-,71.200,18.800
'7:02:43.392',-0.040,-,-,-,0.020,-,72.800,20.000
'7:02:43.400',-0.040,-,-,-,0.020,-,76.000,21.200
'7:02:43.408',-0.040,-,-,-,0.040,-,81.600,22.000
'7:02:43.416',-0.020,-,-,-,0.040,-,87.200,22.800
'7:02:43.424',0.000,-,-,-,0.040,-,94.400,23.600
'7:02:43.432',0.000,-,-,-,0.060,-,100.800,24.000
'7:02:43.440',0.020,-,-,-,0.080,-,105.600,24.400
'7:02:43.448',0.040,-,-,-,0.080,-,108.800,24.400
'7:02:43.456',0.080,-,-,-,0.100,-,109.600,24.800
'7:02:43.464',0.100,-,-,-,0.120,-,109.600,24.800
'7:02:43.472',0.120,-,-,-,0.140,-,110.400,24.800
'7:02:43.480',0.160,-,-,-,0.160,-,111.200,24.800
'7:02:43.488',0.160,-,-,-,0.160,-,112.800,24.400
'7:02:43.496',0.180,-,-,-,0.180,-,114.400,24.400
'7:02:43.504',0.180,-,-,-,0.180,-,117.600,24.000
'7:02:43.512',0.160,-,-,-,0.160,-,120.000,23.600
'7:02:43.520',0.140,-,-,-,0.160,-,121.600,23.200
'7:02:43.528',0.080,-,-,-,0.120,-,122.400,22.800
'7:02:43.536',0.040,-,-,-,0.080,-,123.200,22.400
'7:02:43.544',0.000,-,-,-,0.040,-,122.400,22.000
'7:02:43.552',-0.020,-,-,-,0.040,-,121.600,21.600
'7:02:43.560',-0.040,-,-,-,0.020,-,120.800,20.800
'7:02:43.568',-0.080,-,-,-,0.000,-,118.400,20.400
'7:02:43.576',-0.100,-,-,-,0.000,-,116.800,19.600
'7:02:43.584',-0.080,-,-,-,0.000,-,114.400,19.200
'7:02:43.592',-0.100,-,-,-,0.000,-,111.200,18.800
'7:02:43.600',-0.100,-,-,-,0.000,-,108.000,18.400
'7:02:43.608',-0.100,-,-,-,0.000,-,104.800,18.000
'7:02:43.616',-0.100,-,-,-,0.000,-,101.600,17.600
'7:02:43.624',-0.100,-,-,-,0.000,-,98.400,17.200
'7:02:43.632',-0.100,-,-,-,0.000,-,96.000,16.800
'7:02:43.640',-0.100,-,-,-,0.000,-,95.200,16.800
'7:02:43.648',-0.100,-,-,-,0.000,-,94.400,16.400
'7:02:43.656',-0.100,-,-,-,0.000,-,94.400,16.000
'7:02:43.664',-0.100,-,-,-,0.000,-,95.200,16.000
'7:02:43.672',-0.100,-,-,-,0.000,-,96.000,15.600
'7:02:43.680',-0.100,-,-,-,0.000,-,96.000,15.600
'7:02:43.688',-0.080,-,-,-,0.000,-,96.000,15.200
'7:02:43.696',-0.080,-,-,-,0.000,-,95.200,15.200
'7:02:43.704',-0.040,-,-,-,0.020,-,93.600,15.200
'7:02:43.712',-0.040,-,-,-,0.040,-,92.800,15.200
'7:02:43.720',0.000,-,-,-,0.040,-,91.200,15.200
'7:02:43.728',-0.020,-,-,-,0.040,-,90.400,15.200
'7:02:43.736',-0.040,-,-,-,0.020,-,89.600,15.600
'7:02:43.744',0.000,-,-,-,0.040,-,88.800,15.600
'7:02:43.752',0.000,-,-,-,0.040,-,88.800,15.600
'7:02:43.760',0.040,-,-,-,0.080,-,88.000,15.600
'7:02:43.768',0.000,-,-,-,0.040,-,87.200,15.600
'7:02:43.776',0.000,-,-,-,0.060,-,86.400,15.200
'7:02:43.784',-0.020,-,-,-,0.040,-,86.400,15.200
'7:02:43.792',-0.040,-,-,-,0.020,-,85.600,15.200
'7:02:43.800',-0.060,-,-,-,0.020,-,84.800,14.800
'7:02:43.808',-0.100,-,-,-,0.000,-,84.000,14.800
'7:02:43.816',-0.140,-,-,-,-0.020,-,83.200,14.400
'7:02:43.824',-0.140,-,-,-,-0.020,-,83.200,14.400
'7:02:43.832',-0.140,-,-,-,-0.040,-,82.400,14.400
'7:02:43.840',-0.140,-,-,-,-0.020,-,81.600,14.000
'7:02:43.848',-0.140,-,-,-,-0.020,-,80.800,14.000
'7:02:43.856',-0.140,-,-,-,-0.040,-,80.800,14.000
'7:02:43.864',-0.140,-,-,-,-0.020,-,80.000,13.600
'7:02:43.872',-0.140,-,-,-,-0.020,-,80.000,13.600
'7:02:43.880',-0.140,-,-,-,-0.020,-,79.200,13.200
'7:02:43.888',-0.140,-,-,-,-0.040,-,79.200,13.200
'7:02:43.896',-0.140,-,-,-,-0.040,-,78.400,12.800
'7:02:43.904',-0.040,-,-,-,0.000,-,77.600,12.800
'7:02:43.912',0.220,-,-,-,0.220,-,77.600,12.800
'7:02:43.920',0.480,-,-,-,0.460,-,76.800,12.400
'7:02:43.928',0.160,-,-,-,0.220,-,76.800,12.400
'7:02:43.936',0.000,-,-,-,0.040,-,76.000,12.400
'7:02:43.944',-0.080,-,-,-,0.000,-,75.200,12.400
'7:02:43.952',-0.100,-,-,-,0.000,-,75.200,12.400
'7:02:43.960',-0.120,-,-,-,-0.020,-,74.400,12.400
