'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'166:23:14.440',-,0.138,-,-1.087,-,-
'166:23:14.448',-,0.138,-,-1.174,-,-
'166:23:14.456',-,0.138,-,-1.087,-,-
'166:23:14.464',-,0.138,-,-1.272,-,-
'166:23:14.472',-,0.138,-,-1.174,-,-
'166:23:14.480',-,0.138,-,-1.446,-,-
'166:23:14.488',-,0.138,-,-1.272,-,-
'166:23:14.496',-,0.207,-,-1.446,-,-
'166:23:14.504',-,0.138,-,-1.174,-,-
'166:23:14.512',-,0.207,-,-1.359,-,-
'166:23:14.520',-,0.138,-,-1.174,-,-
'166:23:14.528',-,0.207,-,-1.174,-,-
'166:23:14.536',-,0.207,-,-1.087,-,-
'166:23:14.544',-,0.207,-,-1.174,-,-
'166:23:14.552',-,0.207,-,-0.989,-,-
'166:23:14.560',-,0.276,-,-1.087,-,-
'166:23:14.568',-,0.207,-,-0.902,-,-
'166:23:14.576',-,0.276,-,-0.989,-,-
'166:23:14.584',-,0.207,-,-0.815,-,-
'166:23:14.592',-,0.276,-,-0.989,-,-
'166:23:14.600',-,0.138,-,-0.815,-,-
'166:23:14.608',-,0.138,-,-0.815,-,-
'166:23:14.616',-,0.138,-,-0.902,-,-
'166:23:14.624',-,0.138,-,-0.717,-,-
'166:23:14.632',-,0.069,-,-0.815,-,-
'166:23:14.640',-,0.069,-,-0.630,-,-
'166:23:14.648',-,0.000,-,-0.717,-,-
'166:23:14.656',-,0.000,-,-0.543,-,-
'166:23:14.664',-,0.000,-,-0.630,-,-
'166:23:14.672',-,0.000,-,-0.446,-,-
'166:23:14.680',-,0.000,-,-0.630,-,-
'166:23:14.688',-,0.000,-,-0.359,-,-
'166:23:14.696',-,0.000,-,-0.446,-,-
'166:23:14.704',-,0.000,-,-0.272,-,-
'166:23:14.712',-,0.000,-,-0.446,-,-
'166:23:14.720',-,0.000,-,-0.174,-,-
'166:23:14.728',-,0.000,-,-0.272,-,-
'166:23:14.736',-,0.000,-,-0.087,-,-
'166:23:14.744',-,0.138,-,-0.174,-,-
'166:23:14.752',-,0.069,-,0.000,-,-
'166:23:14.760',-,0.138,-,-0.087,-,-
'166:23:14.768',-,0.069,-,0.087,-,-
'166:23:14.776',-,0.069,-,0.000,-,-
'166:23:14.784',-,0.000,-,0.174,-,-
'166:23:14.792',-,0.000,-,0.087,-,-
'166:23:14.800',-,0.000,-,0.174,-,-
'166:23:14.808',-,0.000,-,0.174,-,-
'166:23:14.816',-,0.000,-,0.359,-,-
'166:23:14.824',-,0.000,-,0.446,-,-
'166:23:14.832',-,-0.069,-,0.543,-,-
'166:23:14.840',-,0.000,-,0.630,-,-
'166:23:14.848',-,0.000,-,0.543,-,-
'166:23:14.856',-,0.000,-,0.717,-,-
'166:23:14.864',-,0.000,-,0.543,-,-
'166:23:14.872',-,0.000,-,0.717,-,-
'166:23:14.880',-,0.138,-,0.446,-,-
'166:23:14.888',-,0.276,-,0.543,-,-
'166:23:14.896',-,0.425,-,0.543,-,-
'166:23:14.904',-,0.425,-,0.815,-,-
'166:23:14.912',-,0.425,-,0.717,-,-
'166:23:14.920',-,0.138,-,1.174,-,-
'166:23:14.928',-,-0.069,-,0.989,-,-
'166:23:14.936',-,-0.138,-,1.087,-,-
'166:23:14.944',-,-0.138,-,0.989,-,-
'166:23:14.952',-,-0.138,-,1.174,-,-
'166:23:14.960',-,-0.138,-,0.989,-,-
'166:23:14.968',-,-0.138,-,1.174,-,-
'166:23:14.976',-,-0.138,-,1.174,-,-
'166:23:14.984',-,-0.138,-,1.272,-,-
'166:23:14.992',-,-0.138,-,1.174,-,-
'166:23:15.000',-,-0.069,-,1.272,-,-
'166:23:15.008',-,-0.138,-,1.174,-,-
'166:23:15.016',-,-0.138,-,1.446,-,-
'166:23:15.024',-,-0.069,-,1.543,-,-
'166:23:15.032',-,-0.138,-,1.630,-,-
'166:23:15.040',-,-0.069,-,1.717,-,-
'166:23:15.048',-,-0.138,-,1.543,-,-
'166:23:15.056',-,-0.069,-,1.630,-,-
'166:23:15.064',-,-0.138,-,1.446,-,-
'166:23:15.072',-,-0.069,-,1.630,-,-
'166:23:15.080',-,-0.069,-,1.359,-,-
'166:23:15.088',-,-0.138,-,1.543,-,-
'166:23:15.096',-,-0.138,-,1.359,-,-
'166:23:15.104',-,-0.138,-,1.543,-,-
'166:23:15.112',-,-0.069,-,1.359,-,-
'166:23:15.120',-,-0.138,-,1.446,-,-
'166:23:15.128',-,-0.069,-,1.272,-,-
'166:23:15.136',-,-0.138,-,1.359,-,-
'166:23:15.144',-,-0.138,-,1.174,-,-
'166:23:15.152',-,-0.138,-,1.359,-,-
'166:23:15.160',-,-0.069,-,1.174,-,-
'166:23:15.168',-,-0.138,-,1.359,-,-
'166:23:15.176',-,-0.069,-,1.174,-,-
'166:23:15.184',-,-0.069,-,1.359,-,-
'166:23:15.192',-,0.000,-,1.174,-,-
'166:23:15.200',-,0.000,-,1.272,-,-
'166:23:15.208',-,0.000,-,1.174,-,-
'166:23:15.216',-,0.000,-,1.272,-,-
'166:23:15.224',-,0.000,-,1.174,-,-
'166:23:15.232',-,0.000,-,1.174,-,-
'166:23:15.240',-,0.000,-,1.272,-,-
'166:23:15.248',-,0.000,-,1.087,-,-
'166:23:15.256',-,0.000,-,1.272,-,-
'166:23:15.264',-,0.000,-,1.087,-,-
'166:23:15.272',-,0.000,-,1.272,-,-
'166:23:15.280',-,0.000,-,1.087,-,-
'166:23:15.288',-,0.000,-,1.272,-,-
'166:23:15.296',-,0.000,-,1.087,-,-
'166:23:15.304',-,0.000,-,1.272,-,-
'166:23:15.312',-,0.000,-,1.087,-,-
'166:23:15.320',-,0.000,-,1.174,-,-
'166:23:15.328',-,0.000,-,1.087,-,-
'166:23:15.336',-,0.000,-,1.174,-,-
'166:23:15.344',-,0.069,-,0.989,-,-
'166:23:15.352',-,0.069,-,1.174,-,-
'166:23:15.360',-,0.069,-,0.989,-,-
'166:23:15.368',-,0.000,-,1.174,-,-
'166:23:15.376',-,0.000,-,0.989,-,-
'166:23:15.384',-,0.000,-,1.174,-,-
'166:23:15.392',-,0.000,-,0.989,-,-
'166:23:15.400',-,0.000,-,1.087,-,-
'166:23:15.408',-,0.000,-,0.989,-,-
'166:23:15.416',-,0.000,-,1.087,-,-
'166:23:15.424',-,0.000,-,0.989,-,-
'166:23:15.432',-,-0.069,-,1.087,-,-
'166:23:15.440',-,0.000,-,0.989,-,-
'166:23:15.448',-,-0.069,-,0.989,-,-
'166:23:15.456',-,-0.069,-,0.989,-,-
'166:23:15.464',-,-0.069,-,0.902,-,-
'166:23:15.472',-,0.000,-,0.989,-,-
'166:23:15.480',-,0.000,-,0.815,-,-
'166:23:15.488',-,0.000,-,0.989,-,-
'166:23:15.496',-,0.069,-,0.815,-,-
'166:23:15.504',-,0.000,-,0.902,-,-
'166:23:15.512',-,-0.207,-,0.543,-,-
'166:23:15.520',-,-0.356,-,0.543,-,-
'166:23:15.528',-,-0.207,-,0.446,-,-
'166:23:15.536',-,-0.207,-,0.717,-,-
'166:23:15.544',-,-0.138,-,0.630,-,-
'166:23:15.552',-,-0.138,-,0.989,-,-
'166:23:15.560',-,-0.138,-,0.815,-,-
'166:23:15.568',-,-0.138,-,0.989,-,-
'166:23:15.576',-,-0.138,-,0.815,-,-
'166:23:15.584',-,-0.138,-,0.989,-,-
'166:23:15.592',-,0.000,-,0.902,-,-
'166:23:15.600',-,0.000,-,0.989,-,-
'166:23:15.608',-,0.000,-,0.902,-,-
'166:23:15.616',-,0.000,-,1.087,-,-
'166:23:15.624',-,0.069,-,0.989,-,-
'166:23:15.632',-,0.138,-,1.174,-,-
'166:23:15.640',-,0.207,-,1.272,-,-
'166:23:15.648',-,0.207,-,1.359,-,-
'166:23:15.656',-,0.276,-,1.446,-,-
'166:23:15.664',-,0.276,-,1.272,-,-
'166:23:15.672',-,0.207,-,1.359,-,-
'166:23:15.680',-,0.276,-,1.272,-,-
