'Elapsed time','II','III','AVF','V','MCL1','ABP','PAP'
'46:54:31.600',0.112,-,-,-,0.344,96.000,27.720
'46:54:31.608',0.072,-,-,-,0.264,94.400,27.360
'46:54:31.616',0.072,-,-,-,0.176,92.000,26.880
'46:54:31.624',0.032,-,-,-,0.080,90.400,26.160
'46:54:31.632',0.016,-,-,-,0.040,88.800,25.080
'46:54:31.640',0.000,-,-,-,-0.016,87.200,23.880
'46:54:31.648',0.000,-,-,-,-0.056,84.800,22.560
'46:54:31.656',-0.016,-,-,-,-0.096,82.400,20.520
'46:54:31.664',-0.032,-,-,-,-0.136,80.000,18.360
'46:54:31.672',-0.032,-,-,-,-0.136,76.800,16.320
'46:54:31.680',-0.032,-,-,-,-0.160,74.400,14.880
'46:54:31.688',-0.032,-,-,-,-0.160,72.000,14.760
'46:54:31.696',-0.032,-,-,-,-0.176,69.600,15.480
'46:54:31.704',-0.032,-,-,-,-0.176,68.800,17.880
'46:54:31.712',-0.032,-,-,-,-0.176,68.800,21.360
'46:54:31.720',-0.032,-,-,-,-0.176,68.800,24.720
'46:54:31.728',-0.032,-,-,-,-0.176,68.800,27.120
'46:54:31.736',-0.032,-,-,-,-0.176,69.600,27.480
'46:54:31.744',-0.032,-,-,-,-0.176,70.400,26.280
'46:54:31.752',-0.032,-,-,-,-0.176,70.400,24.120
'46:54:31.760',-0.032,-,-,-,-0.176,71.200,21.480
'46:54:31.768',-0.032,-,-,-,-0.176,72.000,19.080
'46:54:31.776',-0.032,-,-,-,-0.176,72.000,17.280
'46:54:31.784',-0.032,-,-,-,-0.176,72.800,16.080
'46:54:31.792',-0.056,-,-,-,-0.176,72.800,15.360
'46:54:31.800',-0.032,-,-,-,-0.176,72.800,15.360
'46:54:31.808',-0.032,-,-,-,-0.176,72.800,15.480
'46:54:31.816',-0.032,-,-,-,-0.176,72.800,15.960
'46:54:31.824',-0.032,-,-,-,-0.176,72.800,16.320
'46:54:31.832',-0.056,-,-,-,-0.176,72.000,16.680
'46:54:31.840',-0.032,-,-,-,-0.176,72.000,17.160
'46:54:31.848',-0.032,-,-,-,-0.176,71.200,17.280
'46:54:31.856',-0.032,-,-,-,-0.176,71.200,17.520
'46:54:31.864',-0.032,-,-,-,-0.176,70.400,17.760
'46:54:31.872',-0.032,-,-,-,-0.176,70.400,17.760
'46:54:31.880',-0.032,-,-,-,-0.176,69.600,17.760
'46:54:31.888',-0.032,-,-,-,-0.176,69.600,17.280
'46:54:31.896',-0.032,-,-,-,-0.176,68.800,16.680
'46:54:31.904',-0.032,-,-,-,-0.176,68.000,15.960
'46:54:31.912',-0.032,-,-,-,-0.160,68.000,15.360
'46:54:31.920',-0.032,-,-,-,-0.176,67.200,14.760
'46:54:31.928',-0.032,-,-,-,-0.160,67.200,14.520
'46:54:31.936',-0.032,-,-,-,-0.160,66.400,14.280
'46:54:31.944',-0.016,-,-,-,-0.160,66.400,14.280
'46:54:31.952',-0.016,-,-,-,-0.160,65.600,14.520
'46:54:31.960',-0.032,-,-,-,-0.136,65.600,14.880
'46:54:31.968',-0.016,-,-,-,-0.160,64.800,15.360
'46:54:31.976',-0.016,-,-,-,-0.136,64.800,15.720
'46:54:31.984',-0.016,-,-,-,-0.136,64.000,15.960
'46:54:31.992',-0.016,-,-,-,-0.136,64.000,15.960
'46:54:32.000',-0.016,-,-,-,-0.136,63.200,15.960
'46:54:32.008',-0.016,-,-,-,-0.136,63.200,15.960
'46:54:32.016',-0.016,-,-,-,-0.136,63.200,15.960
'46:54:32.024',-0.016,-,-,-,-0.136,62.400,15.960
'46:54:32.032',0.000,-,-,-,-0.136,62.400,16.080
'46:54:32.040',-0.016,-,-,-,-0.096,62.400,16.080
'46:54:32.048',-0.016,-,-,-,-0.120,61.600,16.080
'46:54:32.056',0.000,-,-,-,-0.096,61.600,16.080
'46:54:32.064',-0.016,-,-,-,-0.120,61.600,16.320
'46:54:32.072',0.000,-,-,-,-0.096,61.600,16.320
'46:54:32.080',-0.016,-,-,-,-0.096,60.800,16.320
'46:54:32.088',0.000,-,-,-,-0.096,60.800,16.320
'46:54:32.096',0.000,-,-,-,-0.096,60.800,16.320
'46:54:32.104',0.000,-,-,-,-0.096,60.000,16.320
'46:54:32.112',0.000,-,-,-,-0.096,60.000,16.320
'46:54:32.120',0.000,-,-,-,-0.096,60.000,16.560
'46:54:32.128',0.000,-,-,-,-0.096,60.000,16.560
'46:54:32.136',0.000,-,-,-,-0.096,59.200,16.560
'46:54:32.144',0.000,-,-,-,-0.096,59.200,16.560
'46:54:32.152',0.000,-,-,-,-0.096,59.200,16.560
'46:54:32.160',0.000,-,-,-,-0.056,59.200,16.680
'46:54:32.168',0.000,-,-,-,-0.040,58.400,16.680
'46:54:32.176',0.000,-,-,-,-0.040,58.400,16.560
'46:54:32.184',0.016,-,-,-,-0.040,58.400,16.560
'46:54:32.192',0.016,-,-,-,-0.040,58.400,16.560
'46:54:32.200',0.032,-,-,-,-0.040,57.600,16.560
'46:54:32.208',0.032,-,-,-,-0.040,57.600,16.560
'46:54:32.216',0.016,-,-,-,-0.080,57.600,16.560
'46:54:32.224',0.000,-,-,-,-0.096,56.800,16.320
'46:54:32.232',0.000,-,-,-,-0.080,56.800,16.320
'46:54:32.240',-0.016,-,-,-,-0.096,56.800,16.080
'46:54:32.248',-0.016,-,-,-,-0.080,56.800,15.960
'46:54:32.256',-0.016,-,-,-,-0.096,56.000,15.720
'46:54:32.264',-0.016,-,-,-,-0.080,56.000,15.360
'46:54:32.272',-0.016,-,-,-,-0.080,56.000,15.120
'46:54:32.280',-0.016,-,-,-,-0.080,56.000,14.880
'46:54:32.288',0.000,-,-,-,-0.080,56.000,14.760
'46:54:32.296',0.000,-,-,-,-0.080,55.200,14.520
'46:54:32.304',0.000,-,-,-,-0.056,55.200,14.280
'46:54:32.312',0.000,-,-,-,-0.056,55.200,14.160
'46:54:32.320',0.000,-,-,-,-0.056,55.200,14.160
'46:54:32.328',0.000,-,-,-,-0.040,55.200,14.280
'46:54:32.336',-0.016,-,-,-,-0.056,55.200,14.520
'46:54:32.344',-0.032,-,-,-,0.136,54.400,14.760
'46:54:32.352',0.000,-,-,-,0.584,54.400,14.880
'46:54:32.360',0.248,-,-,-,0.912,54.400,15.120
'46:54:32.368',0.488,-,-,-,0.224,54.400,15.360
'46:54:32.376',0.208,-,-,-,-0.632,53.600,15.720
'46:54:32.384',0.112,-,-,-,-0.632,53.600,15.960
'46:54:32.392',0.152,-,-,-,-0.176,53.600,16.680
'46:54:32.400',0.072,-,-,-,0.016,53.600,17.280
'46:54:32.408',0.056,-,-,-,0.080,53.600,18.120
'46:54:32.416',0.056,-,-,-,0.096,52.800,18.960
'46:54:32.424',0.032,-,-,-,0.080,52.800,20.520
'46:54:32.432',0.016,-,-,-,0.120,52.800,22.080
'46:54:32.440',0.016,-,-,-,0.120,52.000,22.320
'46:54:32.448',0.000,-,-,-,0.120,52.000,20.160
'46:54:32.456',0.016,-,-,-,0.120,52.000,16.320
'46:54:32.464',0.000,-,-,-,0.120,52.000,13.680
'46:54:32.472',0.000,-,-,-,0.120,51.200,13.920
'46:54:32.480',0.016,-,-,-,0.136,51.200,15.960
'46:54:32.488',0.000,-,-,-,0.136,51.200,19.080
'46:54:32.496',0.016,-,-,-,0.160,52.000,22.680
'46:54:32.504',0.016,-,-,-,0.160,53.600,26.520
'46:54:32.512',0.016,-,-,-,0.160,56.000,29.880
'46:54:32.520',0.016,-,-,-,0.176,60.800,32.520
'46:54:32.528',0.016,-,-,-,0.200,68.000,34.320
'46:54:32.536',0.016,-,-,-,0.224,76.000,35.160
'46:54:32.544',0.032,-,-,-,0.224,84.000,34.920
'46:54:32.552',0.032,-,-,-,0.264,90.400,33.960
'46:54:32.560',0.032,-,-,-,0.264,96.000,32.880
'46:54:32.568',0.032,-,-,-,0.304,100.000,31.920
'46:54:32.576',0.056,-,-,-,0.320,104.000,31.320
'46:54:32.584',0.056,-,-,-,0.360,106.400,31.080
'46:54:32.592',0.056,-,-,-,0.384,108.800,31.320
'46:54:32.600',0.072,-,-,-,0.424,110.400,31.920
'46:54:32.608',0.072,-,-,-,0.464,110.400,32.520
'46:54:32.616',0.072,-,-,-,0.488,110.400,32.880
'46:54:32.624',0.072,-,-,-,0.504,109.600,33.360
'46:54:32.632',0.096,-,-,-,0.528,108.000,33.720
'46:54:32.640',0.072,-,-,-,0.528,107.200,33.720
'46:54:32.648',0.112,-,-,-,0.504,105.600,33.960
'46:54:32.656',0.112,-,-,-,0.488,104.000,33.720
'46:54:32.664',0.112,-,-,-,0.424,102.400,33.720
'46:54:32.672',0.112,-,-,-,0.360,100.800,33.360
'46:54:32.680',0.096,-,-,-,0.304,98.400,32.880
'46:54:32.688',0.072,-,-,-,0.200,96.800,32.280
'46:54:32.696',0.056,-,-,-,0.120,95.200,31.680
'46:54:32.704',0.016,-,-,-,0.040,93.600,30.960
'46:54:32.712',0.000,-,-,-,0.000,92.000,30.120
'46:54:32.720',0.000,-,-,-,-0.056,90.400,28.920
'46:54:32.728',-0.016,-,-,-,-0.096,88.000,27.360
'46:54:32.736',-0.032,-,-,-,-0.136,86.400,25.920
'46:54:32.744',-0.032,-,-,-,-0.136,84.000,24.960
'46:54:32.752',-0.032,-,-,-,-0.136,80.800,23.880
'46:54:32.760',-0.032,-,-,-,-0.160,78.400,23.160
'46:54:32.768',-0.032,-,-,-,-0.160,76.000,22.560
'46:54:32.776',-0.032,-,-,-,-0.160,74.400,22.560
'46:54:32.784',-0.032,-,-,-,-0.160,73.600,23.520
'46:54:32.792',-0.032,-,-,-,-0.160,72.800,24.720
'46:54:32.800',-0.032,-,-,-,-0.160,72.800,25.920
'46:54:32.808',-0.032,-,-,-,-0.160,72.800,26.880
'46:54:32.816',-0.032,-,-,-,-0.160,72.800,27.360
'46:54:32.824',-0.056,-,-,-,-0.176,73.600,27.120
'46:54:32.832',-0.032,-,-,-,-0.160,73.600,26.520
'46:54:32.840',-0.056,-,-,-,-0.176,74.400,25.560
'46:54:32.848',-0.056,-,-,-,-0.176,74.400,24.360
'46:54:32.856',-0.056,-,-,-,-0.176,75.200,23.520
'46:54:32.864',-0.032,-,-,-,-0.176,75.200,22.560
'46:54:32.872',-0.056,-,-,-,-0.176,75.200,21.960
'46:54:32.880',-0.032,-,-,-,-0.176,75.200,21.360
'46:54:32.888',-0.032,-,-,-,-0.176,75.200,20.760
'46:54:32.896',-0.032,-,-,-,-0.176,74.400,20.520
'46:54:32.904',-0.032,-,-,-,-0.176,74.400,20.280
'46:54:32.912',-0.032,-,-,-,-0.176,74.400,20.280
'46:54:32.920',-0.032,-,-,-,-0.176,73.600,20.280
'46:54:32.928',-0.032,-,-,-,-0.176,72.800,20.280
'46:54:32.936',-0.032,-,-,-,-0.176,72.800,20.520
'46:54:32.944',-0.032,-,-,-,-0.176,72.000,20.520
'46:54:32.952',-0.032,-,-,-,-0.160,71.200,20.520
'46:54:32.960',-0.032,-,-,-,-0.160,71.200,20.280
'46:54:32.968',-0.032,-,-,-,-0.160,70.400,20.160
'46:54:32.976',-0.032,-,-,-,-0.160,70.400,19.920
'46:54:32.984',-0.032,-,-,-,-0.160,69.600,19.680
'46:54:32.992',-0.032,-,-,-,-0.160,68.800,19.320
'46:54:33.000',-0.032,-,-,-,-0.160,68.000,19.080
'46:54:33.008',-0.032,-,-,-,-0.160,68.000,18.720
'46:54:33.016',-0.032,-,-,-,-0.136,67.200,18.360
'46:54:33.024',-0.032,-,-,-,-0.136,67.200,17.880
'46:54:33.032',-0.032,-,-,-,-0.160,66.400,17.520
'46:54:33.040',-0.032,-,-,-,-0.136,66.400,17.160
'46:54:33.048',-0.032,-,-,-,-0.136,65.600,16.680
'46:54:33.056',-0.032,-,-,-,-0.136,65.600,16.680
'46:54:33.064',-0.032,-,-,-,-0.136,64.800,16.680
'46:54:33.072',-0.032,-,-,-,-0.136,64.800,16.680
'46:54:33.080',-0.032,-,-,-,-0.136,64.000,16.680
'46:54:33.088',-0.032,-,-,-,-0.120,64.000,16.680
'46:54:33.096',-0.032,-,-,-,-0.136,63.200,16.680
'46:54:33.104',-0.032,-,-,-,-0.120,63.200,16.560
'46:54:33.112',-0.032,-,-,-,-0.136,63.200,16.560
'46:54:33.120',-0.032,-,-,-,-0.120,62.400,16.320
'46:54:33.128',-0.032,-,-,-,-0.096,62.400,16.320
'46:54:33.136',-0.032,-,-,-,-0.120,62.400,16.080
'46:54:33.144',-0.032,-,-,-,-0.096,61.600,15.960
'46:54:33.152',-0.032,-,-,-,-0.096,61.600,15.720
'46:54:33.160',-0.032,-,-,-,-0.096,61.600,15.720
'46:54:33.168',-0.032,-,-,-,-0.096,61.600,15.720
'46:54:33.176',-0.016,-,-,-,-0.096,60.800,15.720
'46:54:33.184',-0.032,-,-,-,-0.096,60.800,15.720
'46:54:33.192',-0.016,-,-,-,-0.096,60.800,15.720
'46:54:33.200',-0.032,-,-,-,-0.080,60.000,15.480
'46:54:33.208',-0.032,-,-,-,-0.096,60.000,15.360
'46:54:33.216',-0.016,-,-,-,-0.080,60.000,15.120
'46:54:33.224',-0.032,-,-,-,-0.096,59.200,14.880
'46:54:33.232',-0.016,-,-,-,-0.080,59.200,14.760
'46:54:33.240',-0.032,-,-,-,-0.080,59.200,14.760
'46:54:33.248',-0.032,-,-,-,-0.056,58.400,14.760
'46:54:33.256',-0.016,-,-,-,-0.040,58.400,14.760
'46:54:33.264',0.000,-,-,-,-0.040,58.400,14.760
'46:54:33.272',0.000,-,-,-,-0.016,58.400,14.880
'46:54:33.280',0.000,-,-,-,-0.040,57.600,14.880
'46:54:33.288',0.016,-,-,-,-0.016,57.600,15.120
'46:54:33.296',0.016,-,-,-,-0.040,57.600,15.360
'46:54:33.304',0.000,-,-,-,-0.056,56.800,15.480
'46:54:33.312',0.000,-,-,-,-0.096,56.800,15.360
'46:54:33.320',-0.016,-,-,-,-0.080,56.800,15.120
'46:54:33.328',-0.032,-,-,-,-0.056,56.800,14.520
'46:54:33.336',-0.032,-,-,-,-0.080,56.000,13.920
'46:54:33.344',-0.032,-,-,-,-0.080,56.000,13.320
'46:54:33.352',-0.032,-,-,-,-0.080,56.000,12.960
'46:54:33.360',-0.032,-,-,-,-0.080,56.000,12.480
'46:54:33.368',-0.032,-,-,-,-0.080,55.200,12.360
'46:54:33.376',-0.032,-,-,-,-0.080,55.200,12.360
'46:54:33.384',-0.032,-,-,-,-0.056,55.200,12.480
'46:54:33.392',-0.032,-,-,-,-0.056,55.200,12.720
'46:54:33.400',-0.032,-,-,-,-0.056,55.200,12.720
'46:54:33.408',-0.032,-,-,-,-0.056,54.400,12.960
'46:54:33.416',-0.032,-,-,-,-0.056,54.400,12.960
'46:54:33.424',-0.032,-,-,-,-0.040,54.400,13.080
'46:54:33.432',-0.072,-,-,-,0.056,54.400,13.320
'46:54:33.440',-0.032,-,-,-,0.424,54.400,13.560
'46:54:33.448',0.136,-,-,-,0.872,53.600,13.680
'46:54:33.456',0.408,-,-,-,0.912,53.600,13.920
'46:54:33.464',0.464,-,-,-,-0.504,53.600,14.160
'46:54:33.472',0.072,-,-,-,-0.648,53.600,14.520
'46:54:33.480',0.112,-,-,-,-0.304,52.800,14.880
'46:54:33.488',0.072,-,-,-,0.000,52.800,15.480
'46:54:33.496',0.016,-,-,-,0.080,52.800,15.960
'46:54:33.504',0.032,-,-,-,0.096,52.800,16.320
'46:54:33.512',0.000,-,-,-,0.096,52.000,16.320
'46:54:33.520',0.000,-,-,-,0.120,52.000,15.960
'46:54:33.528',0.000,-,-,-,0.120,52.000,14.760
'46:54:33.536',0.000,-,-,-,0.120,52.000,13.680
'46:54:33.544',0.000,-,-,-,0.120,51.200,13.680
'46:54:33.552',0.000,-,-,-,0.120,51.200,14.880
'46:54:33.560',0.000,-,-,-,0.120,51.200,17.160
'46:54:33.568',0.000,-,-,-,0.120,51.200,19.680
'46:54:33.576',0.000,-,-,-,0.136,51.200,22.320
'46:54:33.584',0.000,-,-,-,0.160,51.200,24.720
'46:54:33.592',0.000,-,-,-,0.160,52.800,26.760
'46:54:33.600',0.000,-,-,-,0.160,55.200,28.680
'46:54:33.608',0.000,-,-,-,0.176,60.000,30.360
'46:54:33.616',0.000,-,-,-,0.176,67.200,31.320
'46:54:33.624',0.016,-,-,-,0.224,76.000,31.680
'46:54:33.632',0.016,-,-,-,0.240,84.000,31.680
'46:54:33.640',0.016,-,-,-,0.264,90.400,31.080
'46:54:33.648',0.016,-,-,-,0.264,96.000,30.480
'46:54:33.656',0.032,-,-,-,0.304,100.000,30.360
'46:54:33.664',0.016,-,-,-,0.320,104.000,30.360
'46:54:33.672',0.032,-,-,-,0.344,107.200,30.480
'46:54:33.680',0.032,-,-,-,0.384,109.600,30.720
'46:54:33.688',0.056,-,-,-,0.424,110.400,31.320
'46:54:33.696',0.056,-,-,-,0.464,111.200,31.920
'46:54:33.704',0.072,-,-,-,0.488,111.200,32.280
'46:54:33.712',0.072,-,-,-,0.504,110.400,32.760
'46:54:33.720',0.072,-,-,-,0.528,108.800,32.880
'46:54:33.728',0.072,-,-,-,0.528,108.000,32.880
'46:54:33.736',0.072,-,-,-,0.528,106.400,32.880
'46:54:33.744',0.112,-,-,-,0.488,104.800,32.760
'46:54:33.752',0.096,-,-,-,0.448,103.200,32.280
'46:54:33.760',0.112,-,-,-,0.384,101.600,31.680
'46:54:33.768',0.072,-,-,-,0.320,100.000,31.320
'46:54:33.776',0.072,-,-,-,0.240,98.400,30.720
'46:54:33.784',0.032,-,-,-,0.160,96.800,29.880
'46:54:33.792',0.016,-,-,-,0.080,95.200,29.280
'46:54:33.800',0.000,-,-,-,0.000,93.600,28.320
'46:54:33.808',0.000,-,-,-,-0.040,92.000,27.120
'46:54:33.816',-0.032,-,-,-,-0.096,90.400,25.560
'46:54:33.824',-0.032,-,-,-,-0.096,88.000,24.120
'46:54:33.832',-0.032,-,-,-,-0.136,85.600,23.160
'46:54:33.840',-0.032,-,-,-,-0.136,82.400,22.680
'46:54:33.848',-0.056,-,-,-,-0.160,80.000,22.320
'46:54:33.856',-0.072,-,-,-,-0.160,77.600,21.960
'46:54:33.864',-0.056,-,-,-,-0.160,75.200,22.080
'46:54:33.872',-0.072,-,-,-,-0.160,73.600,22.680
'46:54:33.880',-0.056,-,-,-,-0.160,72.800,23.880
'46:54:33.888',-0.072,-,-,-,-0.160,72.800,25.080
'46:54:33.896',-0.056,-,-,-,-0.160,72.800,26.160
'46:54:33.904',-0.072,-,-,-,-0.176,72.800,26.520
'46:54:33.912',-0.072,-,-,-,-0.160,73.600,26.160
'46:54:33.920',-0.072,-,-,-,-0.176,73.600,25.320
'46:54:33.928',-0.072,-,-,-,-0.176,74.400,24.120
'46:54:33.936',-0.072,-,-,-,-0.176,74.400,22.920
'46:54:33.944',-0.072,-,-,-,-0.176,75.200,21.960
'46:54:33.952',-0.072,-,-,-,-0.176,75.200,20.880
'46:54:33.960',-0.072,-,-,-,-0.176,75.200,20.160
'46:54:33.968',-0.072,-,-,-,-0.176,75.200,19.680
'46:54:33.976',-0.072,-,-,-,-0.176,75.200,19.560
'46:54:33.984',-0.072,-,-,-,-0.176,75.200,19.560
'46:54:33.992',-0.072,-,-,-,-0.176,74.400,19.680
'46:54:34.000',-0.072,-,-,-,-0.176,74.400,19.680
'46:54:34.008',-0.072,-,-,-,-0.176,73.600,19.920
'46:54:34.016',-0.072,-,-,-,-0.176,73.600,19.920
'46:54:34.024',-0.072,-,-,-,-0.176,72.800,19.920
'46:54:34.032',-0.072,-,-,-,-0.176,72.800,19.920
'46:54:34.040',-0.072,-,-,-,-0.176,72.000,19.680
'46:54:34.048',-0.056,-,-,-,-0.176,71.200,19.560
'46:54:34.056',-0.072,-,-,-,-0.160,71.200,19.080
'46:54:34.064',-0.056,-,-,-,-0.176,70.400,18.720
'46:54:34.072',-0.072,-,-,-,-0.160,69.600,18.360
'46:54:34.080',-0.056,-,-,-,-0.160,69.600,17.880
'46:54:34.088',-0.032,-,-,-,-0.160,68.800,17.760
'46:54:34.096',-0.056,-,-,-,-0.160,68.000,17.520
'46:54:34.104',-0.056,-,-,-,-0.136,68.000,17.280
'46:54:34.112',-0.056,-,-,-,-0.136,67.200,17.160
'46:54:34.120',-0.056,-,-,-,-0.136,67.200,17.160
'46:54:34.128',-0.032,-,-,-,-0.136,66.400,17.160
'46:54:34.136',-0.056,-,-,-,-0.136,65.600,16.920
'46:54:34.144',-0.032,-,-,-,-0.136,65.600,16.680
'46:54:34.152',-0.032,-,-,-,-0.136,64.800,16.320
'46:54:34.160',-0.056,-,-,-,-0.136,64.800,16.080
'46:54:34.168',-0.032,-,-,-,-0.136,64.800,15.960
'46:54:34.176',-0.032,-,-,-,-0.136,64.000,15.720
'46:54:34.184',-0.032,-,-,-,-0.136,64.000,15.720
'46:54:34.192',-0.032,-,-,-,-0.136,63.200,15.720
'46:54:34.200',-0.032,-,-,-,-0.136,63.200,15.480
'46:54:34.208',-0.032,-,-,-,-0.120,63.200,15.480
'46:54:34.216',-0.032,-,-,-,-0.120,62.400,15.480
'46:54:34.224',-0.032,-,-,-,-0.120,62.400,15.480
'46:54:34.232',-0.032,-,-,-,-0.096,62.400,15.480
'46:54:34.240',-0.032,-,-,-,-0.120,61.600,15.360
'46:54:34.248',-0.032,-,-,-,-0.096,61.600,15.360
'46:54:34.256',-0.032,-,-,-,-0.096,61.600,15.120
'46:54:34.264',-0.032,-,-,-,-0.096,61.600,15.120
'46:54:34.272',-0.032,-,-,-,-0.096,60.800,14.880
'46:54:34.280',-0.032,-,-,-,-0.096,60.800,14.880
'46:54:34.288',-0.032,-,-,-,-0.096,60.800,14.760
'46:54:34.296',-0.032,-,-,-,-0.096,60.000,14.520
'46:54:34.304',-0.032,-,-,-,-0.096,60.000,14.520
'46:54:34.312',-0.032,-,-,-,-0.080,60.000,14.280
'46:54:34.320',-0.032,-,-,-,-0.096,59.200,14.280
'46:54:34.328',-0.032,-,-,-,-0.080,59.200,14.280
'46:54:34.336',-0.032,-,-,-,-0.056,59.200,14.280
'46:54:34.344',-0.016,-,-,-,-0.040,58.400,14.280
'46:54:34.352',0.000,-,-,-,-0.040,58.400,14.280
'46:54:34.360',0.000,-,-,-,-0.040,58.400,14.280
'46:54:34.368',0.000,-,-,-,-0.040,57.600,14.520
'46:54:34.376',0.000,-,-,-,-0.040,57.600,14.880
'46:54:34.384',0.000,-,-,-,-0.056,57.600,14.880
'46:54:34.392',0.000,-,-,-,-0.096,57.600,14.880
'46:54:34.400',-0.016,-,-,-,-0.080,56.800,14.760
'46:54:34.408',-0.032,-,-,-,-0.080,56.800,14.160
'46:54:34.416',-0.032,-,-,-,-0.080,56.800,13.560
'46:54:34.424',-0.032,-,-,-,-0.096,56.800,12.960
'46:54:34.432',-0.032,-,-,-,-0.080,56.000,12.360
'46:54:34.440',-0.032,-,-,-,-0.080,56.000,12.120
'46:54:34.448',-0.032,-,-,-,-0.080,56.000,12.000
'46:54:34.456',-0.032,-,-,-,-0.080,56.000,12.000
'46:54:34.464',-0.032,-,-,-,-0.080,55.200,12.120
'46:54:34.472',-0.032,-,-,-,-0.080,55.200,12.360
'46:54:34.480',-0.032,-,-,-,-0.080,55.200,12.360
'46:54:34.488',-0.032,-,-,-,-0.056,55.200,12.480
'46:54:34.496',-0.032,-,-,-,-0.056,54.400,12.360
'46:54:34.504',-0.032,-,-,-,-0.056,54.400,12.360
'46:54:34.512',-0.056,-,-,-,0.000,54.400,12.360
'46:54:34.520',-0.072,-,-,-,0.176,54.400,12.480
'46:54:34.528',0.000,-,-,-,0.648,54.400,12.720
'46:54:34.536',0.272,-,-,-,0.936,54.400,13.080
'46:54:34.544',0.448,-,-,-,0.080,53.600,13.560
'46:54:34.552',0.112,-,-,-,-0.672,53.600,13.920
'46:54:34.560',0.072,-,-,-,-0.528,53.600,14.280
'46:54:34.568',0.112,-,-,-,-0.160,53.600,14.760
'46:54:34.576',0.032,-,-,-,0.040,52.800,15.120
'46:54:34.584',0.032,-,-,-,0.080,52.800,15.360
'46:54:34.592',0.032,-,-,-,0.080,52.800,15.480
'46:54:34.600',0.016,-,-,-,0.096,52.800,15.360
'46:54:34.608',0.000,-,-,-,0.120,52.000,14.760
'46:54:34.616',0.000,-,-,-,0.120,52.000,13.920
'46:54:34.624',0.000,-,-,-,0.120,52.000,13.320
'46:54:34.632',0.000,-,-,-,0.120,51.200,13.920
'46:54:34.640',0.000,-,-,-,0.120,51.200,15.480
'46:54:34.648',0.000,-,-,-,0.120,51.200,17.880
'46:54:34.656',0.000,-,-,-,0.120,51.200,20.760
'46:54:34.664',0.000,-,-,-,0.136,51.200,23.160
'46:54:34.672',0.016,-,-,-,0.120,52.000,25.320
'46:54:34.680',0.000,-,-,-,0.160,53.600,27.360
