'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'84:27:56.528',0.064,-,-,-,-,-
'84:27:56.536',0.104,-,-,-,-,-
'84:27:56.544',0.080,-,-,-,-,-
'84:27:56.552',0.064,-,-,-,-,-
'84:27:56.560',0.104,-,-,-,-,-
'84:27:56.568',0.088,-,-,-,-,-
'84:27:56.576',0.120,-,-,-,-,-
'84:27:56.584',0.064,-,-,-,-,-
'84:27:56.592',0.088,-,-,-,-,-
'84:27:56.600',0.064,-,-,-,-,-
'84:27:56.608',0.120,-,-,-,-,-
'84:27:56.616',0.088,-,-,-,-,-
'84:27:56.624',0.104,-,-,-,-,-
'84:27:56.632',0.064,-,-,-,-,-
'84:27:56.640',0.104,-,-,-,-,-
'84:27:56.648',0.088,-,-,-,-,-
'84:27:56.656',0.104,-,-,-,-,-
'84:27:56.664',0.064,-,-,-,-,-
'84:27:56.672',0.088,-,-,-,-,-
'84:27:56.680',0.104,-,-,-,-,-
'84:27:56.688',0.088,-,-,-,-,-
'84:27:56.696',0.144,-,-,-,-,-
'84:27:56.704',0.152,-,-,-,-,-
'84:27:56.712',0.128,-,-,-,-,-
'84:27:56.720',0.168,-,-,-,-,-
'84:27:56.728',0.104,-,-,-,-,-
'84:27:56.736',0.120,-,-,-,-,-
'84:27:56.744',0.080,-,-,-,-,-
'84:27:56.752',0.088,-,-,-,-,-
'84:27:56.760',0.024,-,-,-,-,-
'84:27:56.768',0.016,-,-,-,-,-
'84:27:56.776',0.048,-,-,-,-,-
'84:27:56.784',0.024,-,-,-,-,-
'84:27:56.792',0.088,-,-,-,-,-
'84:27:56.800',0.168,-,-,-,-,-
'84:27:56.808',0.256,-,-,-,-,-
'84:27:56.816',0.304,-,-,-,-,-
'84:27:56.824',0.208,-,-,-,-,-
'84:27:56.832',0.048,-,-,-,-,-
'84:27:56.840',-0.040,-,-,-,-,-
'84:27:56.848',-0.128,-,-,-,-,-
'84:27:56.856',-0.136,-,-,-,-,-
'84:27:56.864',-0.144,-,-,-,-,-
'84:27:56.872',0.008,-,-,-,-,-
'84:27:56.880',0.056,-,-,-,-,-
'84:27:56.888',0.064,-,-,-,-,-
'84:27:56.896',0.048,-,-,-,-,-
'84:27:56.904',0.064,-,-,-,-,-
'84:27:56.912',0.048,-,-,-,-,-
'84:27:56.920',0.064,-,-,-,-,-
'84:27:56.928',0.048,-,-,-,-,-
'84:27:56.936',0.056,-,-,-,-,-
'84:27:56.944',0.064,-,-,-,-,-
'84:27:56.952',0.048,-,-,-,-,-
'84:27:56.960',0.056,-,-,-,-,-
'84:27:56.968',0.032,-,-,-,-,-
'84:27:56.976',0.064,-,-,-,-,-
'84:27:56.984',0.040,-,-,-,-,-
'84:27:56.992',0.048,-,-,-,-,-
'84:27:57.000',0.024,-,-,-,-,-
'84:27:57.008',0.048,-,-,-,-,-
'84:27:57.016',0.032,-,-,-,-,-
'84:27:57.024',0.064,-,-,-,-,-
