'Elapsed time','II','AVR','AVF','V','MCL1','ABP'
'11:51:27.992',0.603,-,-,-,-0.577,46.800
'11:51:28.000',0.295,-,-,-,-0.256,46.800
'11:51:28.008',0.077,-,-,-,-0.064,46.800
'11:51:28.016',0.000,-,-,-,0.038,46.800
'11:51:28.024',-0.038,-,-,-,0.077,46.800
'11:51:28.032',-0.038,-,-,-,0.115,46.800
'11:51:28.040',-0.077,-,-,-,0.115,46.800
'11:51:28.048',-0.077,-,-,-,0.128,46.800
'11:51:28.056',-0.077,-,-,-,0.128,45.600
'11:51:28.064',-0.077,-,-,-,0.128,45.600
'11:51:28.072',-0.077,-,-,-,0.141,45.600
'11:51:28.080',-0.077,-,-,-,0.141,45.600
'11:51:28.088',-0.077,-,-,-,0.141,44.400
'11:51:28.096',-0.077,-,-,-,0.141,44.400
'11:51:28.104',-0.077,-,-,-,0.167,44.400
'11:51:28.112',-0.038,-,-,-,0.179,45.600
'11:51:28.120',-0.038,-,-,-,0.179,48.000
'11:51:28.128',-0.038,-,-,-,0.192,52.800
'11:51:28.136',-0.038,-,-,-,0.205,60.000
'11:51:28.144',-0.038,-,-,-,0.205,67.200
'11:51:28.152',0.000,-,-,-,0.231,76.800
'11:51:28.160',0.000,-,-,-,0.231,85.200
'11:51:28.168',0.000,-,-,-,0.231,93.600
'11:51:28.176',0.000,-,-,-,0.205,102.000
'11:51:28.184',0.000,-,-,-,0.205,108.000
'11:51:28.192',0.000,-,-,-,0.192,112.800
'11:51:28.200',0.000,-,-,-,0.179,116.400
'11:51:28.208',0.000,-,-,-,0.167,118.800
'11:51:28.216',0.000,-,-,-,0.128,120.000
'11:51:28.224',0.000,-,-,-,0.115,120.000
'11:51:28.232',0.000,-,-,-,0.090,118.800
'11:51:28.240',0.000,-,-,-,0.077,117.600
'11:51:28.248',-0.038,-,-,-,0.064,115.200
'11:51:28.256',-0.038,-,-,-,0.038,114.000
'11:51:28.264',-0.038,-,-,-,0.026,111.600
'11:51:28.272',-0.038,-,-,-,0.026,109.200
'11:51:28.280',-0.038,-,-,-,0.013,106.800
'11:51:28.288',-0.038,-,-,-,0.013,103.200
'11:51:28.296',-0.038,-,-,-,0.013,100.800
'11:51:28.304',-0.038,-,-,-,0.013,98.400
'11:51:28.312',-0.038,-,-,-,0.013,96.000
'11:51:28.320',-0.038,-,-,-,0.013,93.600
'11:51:28.328',-0.038,-,-,-,0.013,91.200
'11:51:28.336',-0.038,-,-,-,0.013,88.800
'11:51:28.344',-0.038,-,-,-,0.013,85.200
'11:51:28.352',-0.038,-,-,-,0.013,82.800
'11:51:28.360',0.000,-,-,-,0.000,80.400
'11:51:28.368',0.000,-,-,-,0.000,78.000
'11:51:28.376',0.000,-,-,-,0.000,74.400
'11:51:28.384',0.000,-,-,-,0.000,70.800
'11:51:28.392',0.000,-,-,-,0.000,68.400
'11:51:28.400',0.000,-,-,-,0.013,66.000
'11:51:28.408',0.000,-,-,-,0.013,63.600
'11:51:28.416',0.000,-,-,-,0.013,61.200
'11:51:28.424',0.000,-,-,-,0.013,60.000
'11:51:28.432',0.000,-,-,-,0.013,58.800
'11:51:28.440',-0.038,-,-,-,0.013,58.800
'11:51:28.448',0.000,-,-,-,0.013,58.800
'11:51:28.456',0.000,-,-,-,0.013,58.800
'11:51:28.464',-0.038,-,-,-,0.013,58.800
'11:51:28.472',-0.038,-,-,-,0.013,58.800
'11:51:28.480',-0.038,-,-,-,0.013,58.800
'11:51:28.488',-0.038,-,-,-,0.013,60.000
'11:51:28.496',-0.038,-,-,-,0.013,60.000
'11:51:28.504',-0.038,-,-,-,0.013,60.000
'11:51:28.512',-0.038,-,-,-,0.013,60.000
'11:51:28.520',-0.038,-,-,-,0.013,61.200
'11:51:28.528',-0.038,-,-,-,0.013,60.000
'11:51:28.536',-0.038,-,-,-,0.013,60.000
'11:51:28.544',-0.038,-,-,-,0.013,60.000
'11:51:28.552',-0.038,-,-,-,0.013,60.000
'11:51:28.560',-0.038,-,-,-,0.013,58.800
'11:51:28.568',-0.038,-,-,-,0.013,58.800
'11:51:28.576',-0.038,-,-,-,0.026,57.600
'11:51:28.584',-0.038,-,-,-,0.026,57.600
'11:51:28.592',-0.038,-,-,-,0.026,56.400
'11:51:28.600',-0.038,-,-,-,0.026,55.200
'11:51:28.608',-0.038,-,-,-,0.026,55.200
'11:51:28.616',-0.038,-,-,-,0.026,54.000
'11:51:28.624',-0.038,-,-,-,0.026,54.000
'11:51:28.632',-0.038,-,-,-,0.026,52.800
'11:51:28.640',-0.038,-,-,-,0.026,52.800
'11:51:28.648',-0.038,-,-,-,0.026,51.600
'11:51:28.656',-0.038,-,-,-,0.038,51.600
'11:51:28.664',-0.038,-,-,-,0.038,50.400
'11:51:28.672',-0.038,-,-,-,0.064,50.400
'11:51:28.680',0.000,-,-,-,0.064,49.200
'11:51:28.688',0.000,-,-,-,0.038,49.200
'11:51:28.696',0.000,-,-,-,0.026,49.200
'11:51:28.704',0.000,-,-,-,0.013,48.000
'11:51:28.712',0.000,-,-,-,0.013,48.000
'11:51:28.720',0.000,-,-,-,0.013,48.000
'11:51:28.728',0.000,-,-,-,0.013,46.800
'11:51:28.736',0.000,-,-,-,0.013,46.800
'11:51:28.744',-0.038,-,-,-,0.013,46.800
'11:51:28.752',-0.038,-,-,-,0.013,46.800
'11:51:28.760',-0.038,-,-,-,0.013,45.600
'11:51:28.768',-0.038,-,-,-,0.013,45.600
'11:51:28.776',-0.038,-,-,-,0.013,45.600
'11:51:28.784',-0.038,-,-,-,0.013,45.600
'11:51:28.792',-0.077,-,-,-,0.064,45.600
'11:51:28.800',-0.077,-,-,-,0.141,45.600
'11:51:28.808',0.077,-,-,-,0.167,45.600
'11:51:28.816',0.564,-,-,-,-0.256,45.600
'11:51:28.824',1.205,-,-,-,-0.795,45.600
'11:51:28.832',1.564,-,-,-,-1.167,45.600
'11:51:28.840',1.564,-,-,-,-1.205,45.600
'11:51:28.848',0.821,-,-,-,-0.833,45.600
'11:51:28.856',0.385,-,-,-,-0.449,45.600
'11:51:28.864',0.077,-,-,-,-0.167,45.600
'11:51:28.872',-0.038,-,-,-,0.013,45.600
'11:51:28.880',-0.128,-,-,-,0.090,45.600
'11:51:28.888',-0.167,-,-,-,0.128,45.600
'11:51:28.896',-0.167,-,-,-,0.141,45.600
'11:51:28.904',-0.167,-,-,-,0.141,44.400
'11:51:28.912',-0.205,-,-,-,0.141,44.400
'11:51:28.920',-0.205,-,-,-,0.167,44.400
'11:51:28.928',-0.167,-,-,-,0.167,44.400
'11:51:28.936',-0.167,-,-,-,0.179,43.200
'11:51:28.944',-0.167,-,-,-,0.179,43.200
'11:51:28.952',-0.167,-,-,-,0.179,43.200
'11:51:28.960',-0.167,-,-,-,0.179,43.200
'11:51:28.968',-0.167,-,-,-,0.192,43.200
'11:51:28.976',-0.167,-,-,-,0.192,44.400
'11:51:28.984',-0.128,-,-,-,0.205,46.800
'11:51:28.992',-0.128,-,-,-,0.231,51.600
'11:51:29.000',-0.128,-,-,-,0.231,58.800
'11:51:29.008',-0.128,-,-,-,0.231,67.200
'11:51:29.016',-0.077,-,-,-,0.244,76.800
'11:51:29.024',-0.077,-,-,-,0.244,85.200
'11:51:29.032',-0.077,-,-,-,0.231,93.600
'11:51:29.040',-0.038,-,-,-,0.205,100.800
'11:51:29.048',-0.038,-,-,-,0.192,108.000
'11:51:29.056',-0.038,-,-,-,0.179,112.800
'11:51:29.064',-0.038,-,-,-,0.167,115.200
'11:51:29.072',-0.038,-,-,-,0.141,117.600
'11:51:29.080',-0.038,-,-,-,0.128,118.800
'11:51:29.088',-0.038,-,-,-,0.090,118.800
'11:51:29.096',-0.077,-,-,-,0.077,117.600
'11:51:29.104',-0.077,-,-,-,0.064,116.400
'11:51:29.112',-0.077,-,-,-,0.038,114.000
'11:51:29.120',-0.077,-,-,-,0.038,111.600
'11:51:29.128',-0.077,-,-,-,0.026,109.200
'11:51:29.136',-0.077,-,-,-,0.013,106.800
'11:51:29.144',-0.077,-,-,-,0.013,104.400
'11:51:29.152',-0.077,-,-,-,0.013,102.000
'11:51:29.160',-0.077,-,-,-,0.013,99.600
'11:51:29.168',-0.077,-,-,-,0.000,97.200
'11:51:29.176',-0.077,-,-,-,0.000,93.600
'11:51:29.184',-0.077,-,-,-,0.000,91.200
'11:51:29.192',-0.077,-,-,-,0.000,88.800
'11:51:29.200',-0.077,-,-,-,0.000,86.400
'11:51:29.208',-0.077,-,-,-,0.000,84.000
'11:51:29.216',-0.077,-,-,-,0.000,81.600
'11:51:29.224',-0.077,-,-,-,0.000,78.000
'11:51:29.232',-0.038,-,-,-,0.000,75.600
'11:51:29.240',-0.038,-,-,-,0.000,72.000
'11:51:29.248',-0.038,-,-,-,0.000,69.600
'11:51:29.256',-0.038,-,-,-,0.000,67.200
'11:51:29.264',-0.038,-,-,-,0.000,63.600
'11:51:29.272',-0.038,-,-,-,0.000,62.400
'11:51:29.280',-0.038,-,-,-,0.000,60.000
'11:51:29.288',-0.038,-,-,-,0.000,58.800
'11:51:29.296',-0.038,-,-,-,0.000,58.800
'11:51:29.304',-0.038,-,-,-,0.000,57.600
'11:51:29.312',-0.038,-,-,-,0.000,57.600
'11:51:29.320',-0.038,-,-,-,0.013,57.600
'11:51:29.328',-0.038,-,-,-,0.000,58.800
'11:51:29.336',-0.038,-,-,-,0.013,58.800
'11:51:29.344',-0.038,-,-,-,0.000,58.800
'11:51:29.352',-0.077,-,-,-,0.000,60.000
'11:51:29.360',-0.077,-,-,-,0.000,60.000
'11:51:29.368',-0.077,-,-,-,0.000,60.000
'11:51:29.376',-0.038,-,-,-,0.000,61.200
'11:51:29.384',-0.038,-,-,-,0.000,61.200
'11:51:29.392',-0.038,-,-,-,0.000,60.000
'11:51:29.400',-0.038,-,-,-,0.000,60.000
'11:51:29.408',-0.038,-,-,-,0.000,60.000
'11:51:29.416',-0.038,-,-,-,0.000,60.000
'11:51:29.424',-0.038,-,-,-,0.000,58.800
'11:51:29.432',-0.038,-,-,-,0.000,57.600
'11:51:29.440',-0.038,-,-,-,0.000,57.600
'11:51:29.448',-0.038,-,-,-,0.000,56.400
'11:51:29.456',-0.038,-,-,-,0.000,56.400
'11:51:29.464',-0.038,-,-,-,0.000,55.200
'11:51:29.472',-0.038,-,-,-,0.000,55.200
'11:51:29.480',-0.038,-,-,-,0.000,54.000
'11:51:29.488',-0.038,-,-,-,0.000,52.800
'11:51:29.496',-0.038,-,-,-,0.000,52.800
'11:51:29.504',-0.038,-,-,-,0.000,51.600
'11:51:29.512',-0.038,-,-,-,0.000,51.600
'11:51:29.520',-0.038,-,-,-,0.013,51.600
'11:51:29.528',-0.038,-,-,-,0.013,50.400
'11:51:29.536',0.000,-,-,-,0.026,50.400
'11:51:29.544',0.000,-,-,-,0.013,49.200
'11:51:29.552',0.000,-,-,-,0.013,49.200
'11:51:29.560',0.000,-,-,-,0.000,49.200
'11:51:29.568',0.038,-,-,-,-0.013,48.000
'11:51:29.576',0.000,-,-,-,-0.013,48.000
'11:51:29.584',0.000,-,-,-,0.000,48.000
'11:51:29.592',0.000,-,-,-,0.000,48.000
'11:51:29.600',0.000,-,-,-,0.000,46.800
'11:51:29.608',-0.038,-,-,-,0.000,46.800
'11:51:29.616',-0.038,-,-,-,0.000,46.800
'11:51:29.624',-0.038,-,-,-,0.000,46.800
'11:51:29.632',-0.038,-,-,-,0.000,45.600
'11:51:29.640',-0.038,-,-,-,0.000,45.600
'11:51:29.648',-0.038,-,-,-,0.013,45.600
'11:51:29.656',-0.077,-,-,-,0.090,45.600
'11:51:29.664',0.000,-,-,-,0.128,45.600
'11:51:29.672',0.346,-,-,-,-0.090,45.600
'11:51:29.680',0.949,-,-,-,-0.590,45.600
'11:51:29.688',1.474,-,-,-,-1.077,45.600
'11:51:29.696',1.564,-,-,-,-1.244,45.600
'11:51:29.704',1.077,-,-,-,-1.013,45.600
'11:51:29.712',0.564,-,-,-,-0.628,45.600
'11:51:29.720',0.205,-,-,-,-0.295,45.600
'11:51:29.728',0.000,-,-,-,-0.064,45.600
'11:51:29.736',-0.077,-,-,-,0.038,45.600
'11:51:29.744',-0.128,-,-,-,0.077,45.600
'11:51:29.752',-0.167,-,-,-,0.115,45.600
'11:51:29.760',-0.167,-,-,-,0.128,45.600
'11:51:29.768',-0.167,-,-,-,0.128,45.600
'11:51:29.776',-0.167,-,-,-,0.128,44.400
'11:51:29.784',-0.167,-,-,-,0.141,44.400
'11:51:29.792',-0.167,-,-,-,0.141,44.400
'11:51:29.800',-0.167,-,-,-,0.141,43.200
'11:51:29.808',-0.167,-,-,-,0.141,43.200
'11:51:29.816',-0.167,-,-,-,0.141,43.200
'11:51:29.824',-0.167,-,-,-,0.167,43.200
'11:51:29.832',-0.128,-,-,-,0.179,44.400
'11:51:29.840',-0.128,-,-,-,0.179,45.600
'11:51:29.848',-0.128,-,-,-,0.192,50.400
'11:51:29.856',-0.128,-,-,-,0.192,56.400
'11:51:29.864',-0.128,-,-,-,0.205,63.600
'11:51:29.872',-0.077,-,-,-,0.231,73.200
'11:51:29.880',-0.077,-,-,-,0.205,81.600
'11:51:29.888',-0.077,-,-,-,0.205,91.200
'11:51:29.896',-0.038,-,-,-,0.205,98.400
'11:51:29.904',-0.038,-,-,-,0.192,105.600
'11:51:29.912',-0.038,-,-,-,0.179,110.400
'11:51:29.920',-0.038,-,-,-,0.167,115.200
'11:51:29.928',-0.038,-,-,-,0.141,117.600
