'Elapsed time','II','AVF','V','MCL1','ABP','PAP'
'83:47:09.536',-0.016,-,-,-,-,-
'83:47:09.544',-0.032,-,-,-,-,-
'83:47:09.552',-0.016,-,-,-,-,-
'83:47:09.560',-0.040,-,-,-,-,-
'83:47:09.568',-0.032,-,-,-,-,-
'83:47:09.576',-0.040,-,-,-,-,-
'83:47:09.584',-0.032,-,-,-,-,-
'83:47:09.592',-0.024,-,-,-,-,-
'83:47:09.600',-0.040,-,-,-,-,-
'83:47:09.608',-0.024,-,-,-,-,-
'83:47:09.616',-0.040,-,-,-,-,-
'83:47:09.624',-0.024,-,-,-,-,-
'83:47:09.632',-0.040,-,-,-,-,-
'83:47:09.640',-0.032,-,-,-,-,-
'83:47:09.648',-0.048,-,-,-,-,-
'83:47:09.656',-0.032,-,-,-,-,-
'83:47:09.664',-0.040,-,-,-,-,-
'83:47:09.672',-0.048,-,-,-,-,-
'83:47:09.680',-0.056,-,-,-,-,-
'83:47:09.688',-0.040,-,-,-,-,-
'83:47:09.696',-0.056,-,-,-,-,-
'83:47:09.704',-0.048,-,-,-,-,-
'83:47:09.712',-0.056,-,-,-,-,-
'83:47:09.720',-0.056,-,-,-,-,-
'83:47:09.728',-0.072,-,-,-,-,-
'83:47:09.736',-0.048,-,-,-,-,-
'83:47:09.744',-0.056,-,-,-,-,-
'83:47:09.752',-0.024,-,-,-,-,-
'83:47:09.760',-0.016,-,-,-,-,-
'83:47:09.768',0.000,-,-,-,-,-
'83:47:09.776',0.008,-,-,-,-,-
'83:47:09.784',0.040,-,-,-,-,-
'83:47:09.792',0.040,-,-,-,-,-
'83:47:09.800',0.024,-,-,-,-,-
'83:47:09.808',0.040,-,-,-,-,-
'83:47:09.816',0.024,-,-,-,-,-
'83:47:09.824',0.040,-,-,-,-,-
'83:47:09.832',0.008,-,-,-,-,-
'83:47:09.840',0.024,-,-,-,-,-
'83:47:09.848',0.000,-,-,-,-,-
'83:47:09.856',0.032,-,-,-,-,-
'83:47:09.864',0.016,-,-,-,-,-
'83:47:09.872',0.048,-,-,-,-,-
'83:47:09.880',0.016,-,-,-,-,-
'83:47:09.888',0.032,-,-,-,-,-
'83:47:09.896',0.024,-,-,-,-,-
'83:47:09.904',0.032,-,-,-,-,-
'83:47:09.912',0.008,-,-,-,-,-
'83:47:09.920',0.032,-,-,-,-,-
'83:47:09.928',0.024,-,-,-,-,-
'83:47:09.936',0.040,-,-,-,-,-
'83:47:09.944',0.024,-,-,-,-,-
'83:47:09.952',0.032,-,-,-,-,-
'83:47:09.960',0.008,-,-,-,-,-
'83:47:09.968',0.040,-,-,-,-,-
'83:47:09.976',0.024,-,-,-,-,-
'83:47:09.984',0.016,-,-,-,-,-
'83:47:09.992',0.032,-,-,-,-,-
'83:47:10.000',0.016,-,-,-,-,-
'83:47:10.008',0.024,-,-,-,-,-
'83:47:10.016',0.008,-,-,-,-,-
'83:47:10.024',0.016,-,-,-,-,-
